fid,Hg_con_PPB,Species,Location type,Forest type,Location type_1,time_bnds_1,Land cover/use,SoilQualityData; Nutrient availability,SoilQualityData; Excess salts,SoilQualityData; Workability,SoilQualityData; Toxicity,SoilQualityData; Rooting contitions,SoilQualityData; Oxygen availability to roots,SoilQualityData; Nutrient retention capacity,SoilLandCoverData; barren/very sparsely vegetated land,SoilLandCoverData; grass/scrub/woodland,"SoilLandCoverData; forest land, calibrated to FRA2000 land statistics",SoilLandCoverData; rain-fed cultivated land,"SoilLandCoverData; irrigated cultivated land, according to GMIA 4.0",SoilLandCoverData; total cultivated land,SoilLandCoverData; mapped water bodies,SoilLandCoverData; built-up land (residential and infrastructure),10m_Elevation
424,30,/,Remote,Coniferous,Remote,,16,2,1,2,1,2,1,1,0,40.23474503,59.42805481,0,0,0,0,0.337200016,4173
425,15,/,Remote,Coniferous,Remote,,1,1,1,2,1,2,1,1,0,13.87398434,85.72941589,0,0,0,0,0.396599978,4232
426,31,/,Remote,Coniferous,Remote,,4,1,1,1,1,1,1,1,0,47.34134674,52.50215149,0,0,0,0,0.156499997,4016
427,20,/,Remote,Coniferous,Remote,,4,1,1,2,1,2,1,1,0,27.38683701,72.16143036,0,0.345732212,0.345732212,0,0.105999999,4103
428,26,/,Remote,Coniferous,Remote,,4,1,1,4,1,4,1,1,0,86.38289642,12.81690311,0,0,0,0,0.800199926,4261
429,45,/,Remote,Coniferous,Remote,,4,1,1,3,1,3,1,1,0,65.0517807,34.77762222,0,0,0,0,0.170599997,4238
430,24,/,Remote,Coniferous,Remote,,13,1,1,1,1,1,1,1,0.992797852,38.06364441,55.44261932,4.86784029,0,4.86784029,0,0.633099973,3114
431,81,/,Remote,Coniferous,Remote,,4,1,1,2,1,2,1,1,0,58.13102341,39.74386978,1.569408059,0,1.569408059,0,0.555700004,4150
432,37,/,Remote,Coniferous,Remote,,4,1,1,3,1,4,1,1,0,81.10100555,18.56139565,0,0,0,0,0.337599963,4353
433,53,/,Remote,Coniferous,Remote,,13,1,1,2,1,2,1,1,0,72.51885223,26.74524689,0,0,0,0,0.735899925,4428
434,23,/,Remote,Coniferous,Remote,,13,1,1,5,1,5,1,1,0.998703003,82.29976654,15.50323296,0,0.799795389,0.799795389,0,0.398499966,4787
435,30,/,Remote,Coniferous,Remote,,4,1,1,5,1,5,1,1,0,61.62224579,37.75295258,0,0,0,0,0.624799967,4508
436,34,/,Remote,Coniferous,Remote,,13,1,1,4,1,4,1,1,0,77.08574677,22.75805664,0,0,0,0,0.156199992,4469
437,51,/,Remote,Coniferous,Remote,,1,1,1,1,1,1,1,1,0,13.02362823,86.20767212,0,0,0,0,0.768700004,3848
438,20,/,Remote,Coniferous,Remote,,4,1,1,3,1,3,1,1,0,60.54534531,33.99421692,0,5.277637959,5.277637959,0,0.18280001,4413
439,36,/,Remote,Coniferous,Remote,,4,1,1,5,1,5,1,1,0,79.70384979,19.69555092,0,0,0,0,0.600600004,4456
440,37,/,Remote,Coniferous,Remote,,13,1,1,4,1,4,1,1,1.998703003,86.47509766,11.39960194,0,0,0,0,0.126599997,4429
441,40,/,Remote,Coniferous,Remote,,13,1,1,4,1,4,1,1,0,96.68530273,2.879699469,0,0,0,0,0.435000002,4366
442,40,/,Remote,Coniferous,Remote,,1,1,1,1,1,1,1,1,0,14.48540211,84.08609772,0,0,0,0,1.428500056,2003
443,45,/,Remote,Coniferous,Remote,,13,4,3,5,3,5,3,3,58.72600174,40.77699661,0,0,0,0,0,0.497000009,5055
444,3,/,Remote,grassland,Remote,,13,1,1,1,1,1,1,1,94.71722412,1.156392694,0,0,3.605782986,3.605782986,0,0.520600021,1342
445,3,/,Remote,grassland,Remote,,13,1,1,1,1,1,1,1,94.71722412,1.156392694,0,0,3.605782986,3.605782986,0,0.520600021,1342
446,6,/,Remote,grassland,Remote,,19,1,1,4,1,5,1,1,99.5928421,0.402956754,0,0,0,0,0,0.0042,3107
447,10,/,Remote,grassland,Remote,,13,3,1,1,1,1,1,3,10.07697296,88.10746002,0.362068146,0,0,0,0,1.453500032,1274
448,17,/,Remote,grassland,Remote,,13,1,1,4,1,4,1,1,0,95.98303986,3.238756895,0,0,0,0,0.778199971,3547
449,20,/,Remote,grassland,Remote,,16,2,1,2,1,2,1,1,0,40.23474503,59.42805481,0,0,0,0,0.337200016,4173
450,19,/,Remote,grassland,Remote,,13,7,7,7,7,7,7,7,43.82187653,39.95222473,0,0,0,0,16,0.225899994,4760
451,22,/,Remote,grassland,Remote,,13,7,7,7,7,7,7,7,12.75078583,86.86471558,0,0,0,0,0,0.384499997,1374
452,11,/,Remote,grassland,Remote,,14,2,1,1,1,1,1,2,22.87322235,76.57557678,0,0,0,0,0,0.551199973,1507
453,11,/,Remote,wetland,Remote,,13,1,1,4,1,4,1,1,0,95.98303986,3.238756895,0,0,0,0,0.778199971,3547
454,10,/,Remote,wetland,Remote,,4,2,1,2,1,2,1,1,0,40.23474503,59.42805481,0,0,0,0,0.337200016,4173
455,53.4,"Pinus massoniana, Pinus henryi Mast, Cupressus funebris, Quercus variabilis Blume and Castanea seguinii Dode. ",Remote,Decidous,Remote,,4,2,1,1,1,1,1,2,0,31.37605286,19.6218853,37.80176163,0,37.80176163,0,11.20030022,357
456,98,Masson pine,remote,Decidous,rural,,16,2,1,1,1,1,1,2,0,21.14772034,3.539375305,62.65001678,1.793584943,64.44360352,0,10.86929989,403
457,97,Old World forked fern ,remote,Decidous,rural,,16,2,1,1,1,1,1,2,0,21.14772034,3.539375305,62.65001678,1.793584943,64.44360352,0,10.86929989,403
458,93.1,Schrenk spruce,cement factory ,Coniferous,cement factory ,,16,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
459,80.2,Schrenk spruce,cement factory ,Coniferous,cement factory ,,16,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
460,31.2,Schrenk spruce,cement factory ,Coniferous,cement factory ,,16,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
461,22.4,Schrenk spruce,cement factory ,Coniferous,cement factory ,,16,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
462,26.8,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
463,20.7,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
464,12.9,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
465,6.7,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
466,20.2,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
467,15.9,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
468,10.1,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
469,6.6,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
470,32,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,16,1,1,4,1,4,1,1,49.21986008,48.53557205,2.047669411,0,0,0,0,0.196899995,2798
471,25.3,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,16,1,1,4,1,4,1,1,49.21986008,48.53557205,2.047669411,0,0,0,0,0.196899995,2798
472,17.3,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,16,1,1,4,1,4,1,1,49.21986008,48.53557205,2.047669411,0,0,0,0,0.196899995,2798
473,8,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,16,1,1,4,1,4,1,1,49.21986008,48.53557205,2.047669411,0,0,0,0,0.196899995,2798
474,26.2,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,13,1,1,2,1,2,1,1,35.73964691,35.24277496,0,28.81248093,0,28.81248093,0,0.2051,2708
475,21.2,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,13,1,1,2,1,2,1,1,35.73964691,35.24277496,0,28.81248093,0,28.81248093,0,0.2051,2708
476,14.1,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,13,1,1,2,1,2,1,1,35.73964691,35.24277496,0,28.81248093,0,28.81248093,0,0.2051,2708
477,6.7,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,13,1,1,2,1,2,1,1,35.73964691,35.24277496,0,28.81248093,0,28.81248093,0,0.2051,2708
478,21.7,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
479,17.7,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
480,12.2,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
481,6.1,Schrenk spruce, coal-fired power plant ,Coniferous, coal-fired power plant ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
482,17.4,Schrenk spruce,remote,Coniferous,remote,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
483,13.8,Schrenk spruce,remote,Coniferous,remote,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
484,9.6,Schrenk spruce,remote,Coniferous,remote,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
485,6.4,Schrenk spruce,remote,Coniferous,remote,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
486,20.4,Schrenk spruce,remote,Coniferous,remote,,13,6,6,6,6,6,6,6,60.48680115,37.78865051,1.687245369,0,0,0,0,0.037299998,3438
487,16.1,Schrenk spruce,remote,Coniferous,remote,,13,6,6,6,6,6,6,6,60.48680115,37.78865051,1.687245369,0,0,0,0,0.037299998,3438
488,11.3,Schrenk spruce,remote,Coniferous,remote,,13,6,6,6,6,6,6,6,60.48680115,37.78865051,1.687245369,0,0,0,0,0.037299998,3438
489,6.6,Schrenk spruce,remote,Coniferous,remote,,13,6,6,6,6,6,6,6,60.48680115,37.78865051,1.687245369,0,0,0,0,0.037299998,3438
490,9.7,Schrenk spruce,cement factory ,Coniferous,cement factory ,,16,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
491,10.1,Schrenk spruce,cement factory ,Coniferous,cement factory ,,16,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
492,12.1,Schrenk spruce,cement factory ,Coniferous,cement factory ,,16,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
493,51.9,Schrenk spruce,cement factory ,Coniferous,cement factory ,,16,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
494,2.1,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
495,2.1,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
496,2.8,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
497,7.8,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
498,2.4,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
499,2.4,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
500,2.9,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
501,5.7,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
502,2.5,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,16,1,1,4,1,4,1,1,49.21986008,48.53557205,2.047669411,0,0,0,0,0.196899995,2798
503,2.7,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,16,1,1,4,1,4,1,1,49.21986008,48.53557205,2.047669411,0,0,0,0,0.196899995,2798
504,3.4,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,16,1,1,4,1,4,1,1,49.21986008,48.53557205,2.047669411,0,0,0,0,0.196899995,2798
505,7.9,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,16,1,1,4,1,4,1,1,49.21986008,48.53557205,2.047669411,0,0,0,0,0.196899995,2798
506,1.7,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,13,1,1,2,1,2,1,1,35.73964691,35.24277496,0,28.81248093,0,28.81248093,0,0.2051,2708
507,2,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,13,1,1,2,1,2,1,1,35.73964691,35.24277496,0,28.81248093,0,28.81248093,0,0.2051,2708
508,2.6,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,13,1,1,2,1,2,1,1,35.73964691,35.24277496,0,28.81248093,0,28.81248093,0,0.2051,2708
509,6.8,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,13,1,1,2,1,2,1,1,35.73964691,35.24277496,0,28.81248093,0,28.81248093,0,0.2051,2708
510,1.7,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
511,1.7,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
512,2.4,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
513,8.1,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
514,2.3,Schrenk spruce,remote,Coniferous,remote,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
515,2.4,Schrenk spruce,remote,Coniferous,remote,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
516,3.8,Schrenk spruce,remote,Coniferous,remote,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
517,10,Schrenk spruce,remote,Coniferous,remote,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
518,1.9,Schrenk spruce,remote,Coniferous,remote,,13,6,6,6,6,6,6,6,60.48680115,37.78865051,1.687245369,0,0,0,0,0.037299998,3438
519,1.7,Schrenk spruce,remote,Coniferous,remote,,13,6,6,6,6,6,6,6,60.48680115,37.78865051,1.687245369,0,0,0,0,0.037299998,3438
520,2.3,Schrenk spruce,remote,Coniferous,remote,,13,6,6,6,6,6,6,6,60.48680115,37.78865051,1.687245369,0,0,0,0,0.037299998,3438
521,6.1,Schrenk spruce,remote,Coniferous,remote,,13,6,6,6,6,6,6,6,60.48680115,37.78865051,1.687245369,0,0,0,0,0.037299998,3438
522,65.8,Schrenk spruce,cement factory ,Coniferous,cement factory ,,16,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
523,15,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
524,14,Schrenk spruce,cement factory ,Coniferous,cement factory ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
525,19.2,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,16,1,1,4,1,4,1,1,49.21986008,48.53557205,2.047669411,0,0,0,0,0.196899995,2798
526,15,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,13,1,1,2,1,2,1,1,35.73964691,35.24277496,0,28.81248093,0,28.81248093,0,0.2051,2708
527,14.2,Schrenk spruce,coal-fired power plant ,Coniferous,coal-fired power plant ,,13,1,1,5,1,5,1,1,49.70678711,43.20310211,7.049012184,0,0,0,0,0.041099999,2708
528,19.4,Schrenk spruce,remote,Coniferous,remote,,13,1,1,4,1,4,1,1,51.42180634,44.69372559,3.805168629,0,0,0,0,0.079299994,2798
529,14.3,Schrenk spruce,remote,Coniferous,remote,,13,6,6,6,6,6,6,6,60.48680115,37.78865051,1.687245369,0,0,0,0,0.037299998,3438
530,241,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
531,180,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
532,173,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
533,191,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
534,447,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
535,304,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
536,377,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
537,225,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
538,36,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
539,63,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
540,137,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
541,124,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
542,204,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
543,84,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
544,39,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
545,98,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
546,225,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
547,146,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
548,188,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
549,164,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
550,276,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
551,261,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
552,101,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
553,192,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
554,210,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
555,116,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
556,98,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
557,195,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
558,202,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
559,270,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
560,34,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
561,101,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
562,44,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
563,47,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
564,44,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
565,50,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
566,156,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
567,69,bamboo (Phyllostachys praecox),Compact Fluorescent Lamp Manufacturing Area,evergreen,Compact Fluorescent Lamp Manufacturing Area,,4,2,1,1,1,1,1,2,0,25.97872543,38.84427261,19.52830505,7.861495018,27.38980103,0,7.787199974,99
