fid,Hg_con_PPB,Species,Location type,Forest type,Location type_1,time_bnds_1,Land cover/use,SoilQualityData; Nutrient availability,SoilQualityData; Excess salts,SoilQualityData; Workability,SoilQualityData; Toxicity,SoilQualityData; Rooting contitions,SoilQualityData; Oxygen availability to roots,SoilQualityData; Nutrient retention capacity,SoilLandCoverData; barren/very sparsely vegetated land,SoilLandCoverData; grass/scrub/woodland,"SoilLandCoverData; forest land, calibrated to FRA2000 land statistics",SoilLandCoverData; rain-fed cultivated land,"SoilLandCoverData; irrigated cultivated land, according to GMIA 4.0",SoilLandCoverData; total cultivated land,SoilLandCoverData; mapped water bodies,SoilLandCoverData; built-up land (residential and infrastructure),10m_Elevation
2574,31.5," mixed: oak, longleaf pine, slash pine",Remote,Decidous,Remote,,4,2,1,1,1,1,1,1,0,8.944266319,90.93153381,0,0.001253562,0.001253562,0,0.122946434,31
2575,39.9,  maple-beech-birch,Remote,Decidous,Remote,,4,1,1,1,1,1,1,1,0,1.259764194,11.7389183,81.61599731,0.079620607,81.69561768,0,5.305699825,243
2576,48.7, oak-hickory,Remote,Decidous,Remote,,16,1,1,1,1,1,2,1,0,3.502243042,27.39372253,63.15158463,0.127850905,63.2794342,0,5.82460022,239
2577,46.3, oak-hickory,Remote,Decidous,Remote,,4,1,1,1,1,1,1,1,0,3.421239376,29.98042297,20.99239731,0.04354281,21.03594017,0.900699973,44.66169739,244
2578,42.3, oak-hickory,Remote,Decidous,Remote,,2,2,1,1,1,1,1,2,2.89440012,3.830133438,25.47790527,27.58984375,0.642119825,28.23196411,33.84409714,5.72149992,207
2579,40.4, oak-hickory,Remote,Decidous,Remote,,2,3,1,1,1,1,1,2,0,7.2281003,70.33701324,21.98616791,0.04461823,22.03078651,0,0.404100001,216
2580,54.8,maple-beech-birch,Remote,Decidous,Remote,,6,3,1,1,1,1,1,2,0,8.107563019,85.33641815,5.684884548,0.080434173,5.765318871,0,0.790699959,738
2581,42.2,"mixed: oak, maple, beech, pine",Remote,Decidous,Remote,,2,3,1,1,1,1,1,2,0,18.76858139,62.06121826,9.996769905,0.04162997,10.0383997,0,9.131799698,53
2582,41.8,"mixed: birch, red pine, jack pine",Remote,Decidous,Remote,,4,2,1,1,1,1,1,2,0,12.88627434,75.09989929,0,0.001225896,0.001225896,12,0.0126,216
2583,25.8,aspen-birch,Remote,Decidous,Remote,,6,2,1,1,1,1,1,2,0,8.496673584,86.3811264,0,0.004190353,0.004190353,4.992199898,0.125809655,424
2584,37.2,aspen-birch,Remote,Decidous,Remote,,20,1,1,1,1,1,1,1,0,1.298031807,17.03686714,19.36526299,0.51383841,19.8791008,13.66439915,48.1216011,270
2585,39.8,oak-hickory,Remote,Decidous,Remote,,16,2,1,1,1,1,4,2,0,2.519976377,23.43439293,44.91114807,28.20358086,73.11473083,0,0.930899918,115
2586,45.1,maple-beech-birch,Remote,Decidous,Remote,,2,3,1,2,1,2,1,2,0,8.950210571,90.99198914,0,0.000755995,0.000755995,0,0.057044003,589
2587,53.5,maple-beech-birch,Remote,Decidous,Remote,,2,2,1,1,1,1,1,2,0,8.586827278,88.56517792,2.475190163,0.148304701,2.623494864,0,0.2245,628
2588,45.6,oak-hickory,Remote,Decidous,Remote,,2,2,1,1,1,1,1,1,0,6.658498287,67.04218292,18.94884872,0.039569411,18.98841858,0,7.310900211,254
2589,45.5, maple-beech-birch,Remote,Decidous,Remote,,2,2,1,1,1,1,1,2,0,8.735419273,88.80828094,0,0.002333503,0.002333503,0,2.453966379,669
2590,45.7," hardwood: maple, oak, cherry",Remote,Decidous,Remote,,4,2,1,1,1,1,3,2,0,4.900377274,6.819271564,1.687051535,0,1.687051535,44,42.59329987,284
2591,28.9,"mixed: maple, oak, hickory, pine",Remote,Decidous,Remote,,2,2,1,1,1,1,1,2,0,8.138306618,84.24043274,6.938752651,0.176707998,7.115460873,0,0.505800009,307
2592,44.2," hardwood: live oak, holly, redbay",Remote,Decidous,Remote,,20,3,1,1,1,1,2,3,0,5.425580978,55.15454865,0.912995636,0.06047494,0.973470569,38,0.446399987,3
2593,40.5,oak-hickory,Remote,Decidous,Remote,,6,3,1,1,1,1,1,2,0,38.3931427,61.6068573,0,0,0,0,0,1140
2594,36,oak-hickory,Remote,Decidous,Remote,,6,3,1,1,1,1,1,2,0,27.40242195,62.4049263,9.310413361,0.079137541,9.389551163,0,0.80309993,561
2595,36.6,maple-beech-birch,Remote,Decidous,Remote,,2,2,1,3,1,3,1,2,0,8.885678291,90.33592224,0,0.105688304,0.105688304,0,0.672711611,289
2596,34.3,aspen-birch,Remote,Decidous,Remote,,6,3,1,1,1,1,2,3,0,8.60127449,88.73934937,2.528479338,0.070896313,2.599375725,0,0.059999999,447
2597,35.5,aspen-birch,Remote,Decidous,Remote,,6,1,1,1,1,1,1,1,0,6.026391506,59.28746796,26.82772636,4.270214081,31.09794044,0,3.588200092,307
2598,29.5,"hardwood: aspen, maple, ash",Remote,Decidous,Remote,,2,3,2,2,2,2,3,2,0,8.365571022,64.28002167,0.179407209,0.003338945,0.182746157,27,0.171661049,199
2599,47.1,oak-hickory,Remote,Decidous,Remote,,4,1,1,1,1,1,1,1,0,1.508036137,12.91592503,38.13282013,0.347022712,38.47984314,44.78549576,2.31069994,298
2600,39.4,maple-beech-birch,Remote,Decidous,Remote,,2,3,1,1,1,1,1,2,0,8.069072723,85.32011414,6.41728735,0.01312551,6.430412769,0,0.180399999,1049
2601,1.8,American beech,Remote,Decidous,Remote,,13,1,1,4,1,4,1,1,1.998703003,86.47509766,11.39960194,0,0,0,0,0.126599997,4429
2602,1.5,sugar maple,Remote,Decidous,Remote,,13,1,1,4,1,4,1,1,1.998703003,86.47509766,11.39960194,0,0,0,0,0.126599997,4429
2603,4,red spruce,Remote,Coniferous,Remote,,13,1,1,4,1,4,1,1,1.998703003,86.47509766,11.39960194,0,0,0,0,0.126599997,4429
2604,4.6,balsam fir,Remote,Coniferous,Remote,,13,1,1,4,1,4,1,1,1.998703003,86.47509766,11.39960194,0,0,0,0,0.126599997,4429
2605,38.5,"aspen, red oak",Remote ,Decidous,Remote ,,20,3,1,1,1,1,1,2,0,5.345397472,54.98789215,1.257879496,0.042231549,1.300111055,37.88579941,0.480800003,224
2606,6,Red Spruce,remote,Coniferous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2607,5.2,Red Pine,remote,Coniferous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2608,5.5,White Pine,remote,Coniferous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2609,7.5,Balsam Fir,remote,Coniferous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2610,5,Hemlock,remote,Decidous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2611,9.5,Paper Birch,remote,Decidous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2612,12.5,Yellow Birch,remote,Decidous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2613,14.5,Sugar Maple,remote,Decidous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2614,15,Red Maple,remote,Decidous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2615,16,Amer. Beech,remote,Decidous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2616,32,Black Cherry,remote,Decidous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2617,17,Bigtooth Aspen,remote,Decidous,remote,,2,3,1,3,1,3,1,2,0,8.89966011,83.37858582,7.675754547,0,7.675754547,0,0.045999996,574
2618,25,hardwood,remote,Decidous,remote,,2,3,1,1,1,1,1,3,0,8.565211296,87.07788849,4.66E-10,0.007659232,0.007659232,3.972199917,0.377040774,567
2619,48,spruce/fir,remote,evergreen,remote,,2,3,1,1,1,1,1,3,0,8.565211296,87.07788849,4.66E-10,0.007659232,0.007659232,3.972199917,0.377040774,567
2620,45,alpine,remote,shrub,remote,,2,3,1,1,1,1,1,3,0,8.565211296,87.07788849,4.66E-10,0.007659232,0.007659232,3.972199917,0.377040774,567
2621,46, Abies balsamea,remote,Coniferous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2622,10, Abies balsamea,remote,Coniferous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2623,31,Picea rubens,remote,Coniferous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2624,13,Picea rubens,remote,Coniferous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2625,45, Tsuga canadensis,remote,Coniferous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2626,12.5, Tsuga canadensis,remote,Coniferous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2627,28,Acer pensylvanicum,remote,Decidous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2628,7.5,Acer pensylvanicum,remote,Decidous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2629,30, Acer spp.,remote,Decidous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2630,4, Acer spp.,remote,Decidous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2631,25, Betula spp.,remote,Decidous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2632,7, Betula spp.,remote,Decidous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2633,45, Fagus grandifolia,remote,Decidous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2634,4, Fagus grandifolia,remote,Decidous,remote,,2,2,1,3,1,3,1,2,0,8.139367104,88.79115295,2.783654928,0.042424999,2.826079845,0,0.243399993,322
2635,36.5,American beech,remote,Decidous,remote,,2,3,1,2,1,2,1,2,0,8.950210571,90.99198914,0,0.000755995,0.000755995,0,0.057044003,589
2636,32,Sugar maple ,remote,Decidous,remote,,2,3,1,2,1,2,1,2,0,8.950210571,90.99198914,0,0.000755995,0.000755995,0,0.057044003,589
2637,32.1,Yellow birch ,remote,Coniferous,remote,,2,3,1,2,1,2,1,2,0,8.950210571,90.99198914,0,0.000755995,0.000755995,0,0.057044003,589
2638,33.6,Balsam fir ,remote,Coniferous,remote,,2,3,1,2,1,2,1,2,0,8.950210571,90.99198914,0,0.000755995,0.000755995,0,0.057044003,589
2639,29.4,White pine,remote,Coniferous,remote,,2,3,1,2,1,2,1,2,0,8.950210571,90.99198914,0,0.000755995,0.000755995,0,0.057044003,589
2640,24.7,Eastern white cedar,remote,Coniferous,remote,,2,3,1,2,1,2,1,2,0,8.950210571,90.99198914,0,0.000755995,0.000755995,0,0.057044003,589
2641,33,"black oak (Quercus velutina), American beech (Fagus grandifolia), red maple (Acer rubrum), Norway maple (Acer platanoides), white pine (Pinus strobus), red pine (Pinus resinosa) and Norway spruce (Picea abies).",remote,Decidous,Suburban,,6,3,1,1,1,1,1,3,0,8.131774902,82.67132568,5.96E-08,0.780609787,0.780609846,2.967699766,5.448589802,16
2642,19.1,gingko,remote,Decidous,Suburban,,22,1,1,1,1,1,1,1,1.655967832,0.225001067,2.287404776,0,0.001883892,0.001883892,0,95.82974243,255
2643,29.9,horse chestnut,remote,Decidous,Suburban,,22,1,1,1,1,1,1,1,1.655967832,0.225001067,2.287404776,0,0.001883892,0.001883892,0,95.82974243,255
2644,25.2, red oak,remote,Decidous,Suburban,,22,1,1,1,1,1,1,1,1.655967832,0.225001067,2.287404776,0,0.001883892,0.001883892,0,95.82974243,255
2645,30.6,sugar maple ,remote,Decidous,Suburban,,22,1,1,1,1,1,1,1,1.655967832,0.225001067,2.287404776,0,0.001883892,0.001883892,0,95.82974243,255
2646,41,American elm ,remote,Decidous,Suburban,,22,1,1,1,1,1,1,1,1.655967832,0.225001067,2.287404776,0,0.001883892,0.001883892,0,95.82974243,255
2647,43.1,tamarack,remote,Decidous coniferous ,Suburban,,22,1,1,1,1,1,1,1,1.655967832,0.225001067,2.287404776,0,0.001883892,0.001883892,0,95.82974243,255
2648,13.1,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2649,15.1,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2650,16.7,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2651,21.5,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2652,28.6,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2653,20.8,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2654,22.4,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2655,22.9,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2656,15.5,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2657,21.3,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2658,26.2,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2659,13.2,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2660,20,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2661,20.5,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2662,23.5,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2663,11.1,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2664,17.1,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2665,21.2,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2666,20.1,aspen,remote,Decidous,remote,,4,3,1,1,1,1,2,3,0,8.328588486,86.96881866,4.484618664,0.01977456,4.504393101,0,0.198199987,372
2667,19,"Red Maple,Gray Birch,Red OakRed Oak,Red Maple,Gray Birch,White Pine",remote,Mixed,remote,,20,3,1,1,1,1,1,3,0,11.5280571,74.43256378,0.235970855,0.03135854,0.267329395,12.96660042,0.805449128,70
2668,24,"White Spruce,White Pine,Tamarack,Gray BirchRed Spruce,Black Spruce,Tamarack,White Pine,Red Maple",remote,Mixed,/,,20,3,1,1,1,1,1,3,0,11.5280571,74.43256378,0.235970855,0.03135854,0.267329395,12.96660042,0.805449128,70
2669,8.6,Betula,remote,Decidous,remote,,2,2,1,4,1,4,1,2,0,8.588069916,88.62717438,2.571661949,0.003793581,2.575455427,0,0.209299996,546
2670,13.9,Acer,remote,Decidous,remote,,2,2,1,4,1,4,1,2,0,8.588069916,88.62717438,2.571661949,0.003793581,2.575455427,0,0.209299996,546
2671,12.3,Betula,remote,Decidous,remote,,2,2,1,4,1,4,1,2,0,8.588069916,88.62717438,2.571661949,0.003793581,2.575455427,0,0.209299996,546
2672,17.3,Picea,remote,coniferous,remote,,2,2,1,4,1,4,1,2,0,8.588069916,88.62717438,2.571661949,0.003793581,2.575455427,0,0.209299996,546
2673,23.5,Picea,remote,coniferous,remote,,2,2,1,4,1,4,1,2,0,8.588069916,88.62717438,2.571661949,0.003793581,2.575455427,0,0.209299996,546
2674,20.1,Picea,remote,coniferous,remote,,2,2,1,4,1,4,1,2,0,8.588069916,88.62717438,2.571661949,0.003793581,2.575455427,0,0.209299996,546
2675,20.4,Picea,remote,coniferous,remote,,2,2,1,4,1,4,1,2,0,8.588069916,88.62717438,2.571661949,0.003793581,2.575455427,0,0.209299996,546
2676,71.1,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,decidous,remote,,2,2,1,3,1,3,1,2,0,9.865080833,85.44570923,3.109547853,0.133962005,3.243509769,0,1.445700049,275
2677,72.2,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,Mixed,remote,,2,2,1,3,1,3,1,2,0,8.94212532,90.90977478,0,0.01853135,0.01853135,0,0.129568651,584
2678,73.9,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,decidous,remote,,2,2,1,2,1,2,1,2,0,8.572750092,78.50151062,11.24993038,0.106008299,11.35593891,0,1.5697999,424
2679,65.2,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,decidous,remote,,6,3,1,2,1,2,1,2,0,9.057985306,90.0460968,0.11557173,0.07869368,0.19426541,0,0.701652348,362
2680,71.9,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,Mixed,remote,,2,2,1,3,1,3,1,2,0,8.818379402,89.96994781,0.621416807,0.03005599,0.651472807,0,0.560199976,544
2681,81.4,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,Mixed,remote,,2,3,1,2,1,2,1,2,0,13.43155479,83.06380463,3.027910471,0.039715759,3.067626238,0,0.437014073,424
2682,69.5,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,decidous,remote,,2,2,1,4,1,4,1,2,0,8.588069916,88.62717438,2.571661949,0.003793581,2.575455427,0,0.209299996,546
2683,75,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,decidous,remote,,2,2,1,3,1,3,1,2,0,8.862352371,90.09874725,0,0.127933398,0.127933398,0,0.910966575,546
2684,69.1,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,decidous,remote,,2,1,1,1,1,1,1,1,0,8.758595467,88.94155884,0.715341687,0.121003598,0.836345315,0,1.463500023,295
2685,59,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,decidous,remote,,2,2,1,2,1,2,1,2,0,8.851781845,89.99131775,1.86E-09,0.02674827,0.026748272,0,1.130151749,295
2686,77.8,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,Mixed,remote,,2,3,1,3,1,3,1,2,0,9.443781853,89.66533661,0.359161615,0.04568214,0.404843748,0,0.486037523,479
2687,84.9,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,Mixed,remote,,2,3,1,2,1,2,1,3,0,8.893284798,90.41321564,0,0.091227889,0.091227889,0,0.602272093,584
2688,58.5,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,decidous,remote,,2,2,1,3,1,3,1,2,0,8.862352371,90.09874725,0,0.127933398,0.127933398,0,0.910966575,546
2689,67.1,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,Mixed,remote,,2,2,1,4,1,4,1,1,0,8.947834015,90.96776581,0,0.004296407,0.004296407,0,0.080103584,380
2690,88.8,"Acer pensylvanicum, Abies balsamea, Prunus serotina, Fagus grandifolia, Ostrya virginiana, Fraxinus americana, Picea rubens, Acer saccharum, Acer rubrum, Betula spp., Populus spp., Quercus rubra",remote,Mixed,remote,,2,3,1,2,1,3,1,2,0,6.699853897,74.90237427,15.9673748,0.182497501,16.14987183,0,2.247899771,289
2691,33,Slash and longleaf pine,remote,Mixed,remote,,4,2,1,1,1,1,1,2,0,8.899372101,90.47512817,0,0.150627196,0.150627196,0,0.474872798,41
2692,87,"White and black oak, hickories, and red maple",remote,decidous,remote,,2,3,1,1,1,1,1,2,0,7.22319603,77.53739166,12.03995705,0.061854862,12.10181236,2,1.137599945,293
2693,36,"White oak, mixed oaks, and",remote,decidous,remote,,2,1,1,1,1,1,1,1,0,8.736717224,89.31726074,0.968116403,0.485206008,1.453322411,0,0.492699981,236
2694,35,Jeffrey pine hickories,remote,coniferous,remote,,4,4,3,4,3,4,3,4,0,4.201671124,36.31305313,0.362475932,0,0.362475932,59,0.122799993,2092
2695,36,"Blue oak, foothill pine",remote,Mixed,remote,,4,1,1,2,1,2,1,1,0,15.07999229,80.47902679,0.852328539,3.395292997,4.247621536,0,0.193359733,372
2696,21,"Jeffrey pine, white fir",remote,coniferous,remote,,4,3,1,2,1,2,1,2,2.989199638,12.72305965,82.2700119,0.557129323,0,0.557129323,0,1.460599899,1877
2697,28,"Subalpine fir, Engelmann spruce,",remote,coniferous,remote,,4,1,1,2,1,2,1,1,0,14.92684078,84.44335938,0,0,0,0,0.629799962,3236
2698,44,Sugar maple ,remote,decidous,remote,,2,3,1,1,1,1,1,2,0,6.230626106,61.09671783,30.36794853,1.622007012,31.9899559,0,0.682699978,263
2699,26,"Red maple, American beech, paperlodgepole pine",remote,Mixed,remote,,6,2,1,3,1,3,1,2,0,11.90371418,82.44107819,2.183860302,0.021165609,2.205025911,3,0.450181723,459
2700,33,"Red spruce, eastern hemlock",remote,Mixed,remote,,6,3,1,1,1,1,3,2,0,8.921352386,90.69854736,0,0.038522951,0.038522951,0,0.341577023,87
2701,51,Douglas fir,remote,coniferous,remote,,4,3,1,1,1,1,1,3,0,8.273429871,85.95962524,3.608979464,0.186365306,3.79534483,0,1.971599936,386
2702,24,"Red alder birch, eastern hemlock",remote,decidous,remote,,4,3,1,1,1,1,1,3,0,8.273429871,85.95962524,3.608979464,0.186365306,3.79534483,0,1.971599936,386
2703,52.1,red spruce ,remote,coniferous,remote,,4,3,1,1,1,1,1,2,0,28.68126678,71.31758118,0,0.001151598,0.001151598,0,0,1302
2704,55,red spruce ,remote,coniferous,remote,,6,3,1,1,1,1,1,2,0,28.68126678,71.31758118,0,0.001151598,0.001151598,0,0,1302
2705,32,oaks and tulip poplar,remote,Decidous,remote,,6,3,1,1,1,1,1,2,0,28.68126678,71.31758118,0,0.001151598,0.001151598,0,0,1302
2706,34,"pine, oak",remote,Mixed,remote,,4,2,1,1,1,1,1,1,0,8.944266319,90.93153381,0,0.001253562,0.001253562,0,0.122946434,31
2707,45.1,"maple, poplar, ash, cherry",remote,Decidous,remote,,4,1,1,1,1,1,1,1,0,1.259764194,11.7389183,81.61599731,0.079620607,81.69561768,0,5.305699825,243
2708,53.4," maple, poplar, ash",remote,Decidous,remote,,16,1,1,1,1,1,2,1,0,3.502243042,27.39372253,63.15158463,0.127850905,63.2794342,0,5.82460022,239
2709,47.8,"oak, maple, poplar, cherry",remote,Decidous,remote,,4,1,1,1,1,1,1,1,0,3.421239376,29.98042297,20.99239731,0.04354281,21.03594017,0.900699973,44.66169739,244
2710,45.4,"oak, maple, hickory",remote,Decidous,remote,,2,2,1,1,1,1,1,2,2.89440012,3.830133438,25.47790527,27.58984375,0.642119825,28.23196411,33.84409714,5.72149992,207
2711,39.9,"oak, maple, hickory, ash",remote,Decidous,remote,,2,3,1,1,1,1,1,2,0,7.2281003,70.33701324,21.98616791,0.04461823,22.03078651,0,0.404100001,216
2712,53.7," oak, maple, cherry",remote,Decidous,remote,,6,3,1,1,1,1,1,2,0,8.107563019,85.33641815,5.684884548,0.080434173,5.765318871,0,0.790699959,738
2713,49.8,"oak, maple, beech, sweetgum",remote,Decidous,remote,,2,3,1,1,1,1,1,2,0,18.76858139,62.06121826,9.996769905,0.04162997,10.0383997,0,9.131799698,53
2714,39,"red pine, jack pine, balsam fir, birch",remote,Mixed,remote,,4,2,1,1,1,1,1,2,0,12.88627434,75.09989929,0,0.001225896,0.001225896,12,0.0126,216
2715,21.4," aspen, maple",remote,Decidous,remote,,6,2,1,1,1,1,1,2,0,8.496673584,86.3811264,0,0.004190353,0.004190353,4.992199898,0.125809655,424
2716,38.5,"aspen, maple",Urban,Decidous,Urban,,20,1,1,1,1,1,1,1,0,1.298031807,17.03686714,19.36526299,0.51383841,19.8791008,13.66439915,48.1216011,270
