Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Change Request,Priority,Severity
176202,Calendar,Sunbird Only,ajmalvs,RESOLVED,INVALID,Testing the bug entry, ---,P1,normal
1727061,Calendar,Provider: CalDAV,ben.bucksch,RESOLVED,FIXED,(MS) Microsoft Teams meeting description is mangled when stored on google calendar, ---,P1,S1
458828,Calendar,Provider: CalDAV,dbo.moz,RESOLVED,FIXED,Many errors when setting up zimbra calendar, ---,P1,normal
462326,Calendar,General,dbo.moz,RESOLVED,FIXED,Thunderbird with Lightning leaks on Shutdown., ---,P1,normal
299327,Calendar,Lightning Only,dmosedale,RESOLVED,FIXED,Events created after 17:00 appear in the next day, ---,P1,major
301484,Calendar,Internal Components,dmosedale,RESOLVED,DUPLICATE,need a strategy for dealing with TZ changes on existing data, ---,P1,major
761178,Calendar,Provider: CalDAV,fschlich,RESOLVED,FIXED,Malformed URL can cause Lightning to delete complete calendar file (CalDAV), ---,P1,critical
1008735,Calendar,Calendar Frontend,geoff,RESOLVED,FIXED,changing application timezone does not update times in active view., ---,P1,major
1588516,Calendar,Calendar Frontend,geoff,RESOLVED,FIXED,Calendar start-up fails if AppMenu button is missing from toolbar, ---,P1,critical
1623276,Calendar,Provider: CalDAV,geoff,RESOLVED,FIXED,New events do not appear in the Today Pane with a cached calDAV calendar, ---,P1,normal
1626391,Calendar,Printing,geoff,RESOLVED,FIXED,Calendar events will not print (the preview as well as printout is just blank), ---,P1,normal
1667324,Calendar,Provider: CalDAV,geoff,RESOLVED,FIXED,Subscribing to Google calendars does not save the password, ---,P1, --
1669950,Calendar,Internal Components,geoff,RESOLVED,FIXED,Update timezones to 2020d, ---,P1,normal
1738867,Calendar,Provider: Local Storage,geoff,RESOLVED,FIXED,Some recurring events missing from agenda on first load, ---,P1,S1
1083934,Calendar,Provider: GData,giermann,RESOLVED,FIXED,Google calendar provider ignores default new event/task reminder setting, ---,P1,normal
1695039,Calendar,E-mail based Scheduling (iTIP/iMIP),henry,RESOLVED,FIXED,invites do usually not show as styled anymore, ---,P1, --
295387,Calendar,Lightning Only,jminta,RESOLVED,FIXED,calendar-multiday-view does not display all-day events, ---,P1,normal
1664016,Calendar,General,kaie,RESOLVED,FIXED,Recent changes broke the blocking-master-password-startup fix, ---,P1,S1
437711,Calendar,Internal Components,khushil324,RESOLVED,FIXED,Use new Drag'n'Drop API in Calendar, ---,P1,normal
1614972,Calendar,Dialogs,khushil324,RESOLVED,FIXED,Calendar Event: Location URLs are not clickable, ---,P1,normal
1644990,Calendar,Dialogs,khushil324,RESOLVED,FIXED,Event reminder dialog - Location URLs are not clickable, ---,P1,normal
1347804,Calendar,General,m_kato,RESOLVED,FIXED,Use Intl.collation instead of nsICollation, ---,P1,normal
1002024,Calendar,E-mail based Scheduling (iTIP/iMIP),makemyday,RESOLVED,FIXED,Sending separate invitations to attendees onlys send email for first invited person, ---,P1,blocker
1002415,Calendar,Lightning Only,makemyday,RESOLVED,FIXED,Imip bar button type is not adjusted automatically, ---,P1,normal
1002611,Calendar,E-mail based Scheduling (iTIP/iMIP),makemyday,RESOLVED,FIXED,"Autocomplete widget for entering email addresse of invited attendees/participants: First one in invitation dialog shows 'null', values get ignored (port bug 959209)", ---,P1,normal
1003137,Calendar,Lightning Only,makemyday,RESOLVED,FIXED,Imip Bar is not longer displayed after string update, ---,P1,normal
1101381,Calendar,Printing,makemyday,RESOLVED,FIXED,"Printing is not working [JavaScript Error: ""PrintUtils.getWebBrowserPrint is not a function""]", ---,P1,normal
345643,Calendar,Calendar Frontend,mattwillis,RESOLVED,FIXED,Short date display in dayview and weekview are not localizable, ---,P1,normal
298343,Calendar,Lightning Only,mike.shaver,RESOLVED,FIXED,"Need ""todo"" display for lightning", ---,P1,normal
1604155,Calendar,Tasks,mkmelin+mozilla,RESOLVED,FIXED,replace XULElement.ordinal property usage in Thunderbird, ---,P1,normal
1633142,Calendar,Build Config,mkmelin+mozilla,RESOLVED,FIXED,build busted 2020-04-25: Variable DEFINES is defined in /builds/worker/checkouts/gecko/comm/calendar/base/backend/libical/build/Makefile.in. It should only be defined in moz.build files., ---,P1,blocker
1666296,Calendar,General,mkmelin+mozilla,RESOLVED,FIXED,Microsoft Teams invitation link not supported, ---,P1,S2
206810,Calendar,Internal Components,mostafah,RESOLVED,FIXED,No LAST-MODIFIED element in the ical of generated events or tasks, ---,P1,normal
983787,Calendar,General,Mozilla,RESOLVED,WORKSFORME,[meta] [mozmill] fix calendar mozmill tests, ---,P1,normal
984044,Calendar,General,Mozilla,RESOLVED,FIXED,[mozmill] fix eventDialog tests for lightning, ---,P1,major
984045,Calendar,General,Mozilla,RESOLVED,FIXED,[mozmill] fix timezoneTests for lightning, ---,P1,major
984046,Calendar,General,Mozilla,RESOLVED,DUPLICATE,[mozmill] fix timezoneTests for lightning, ---,P1,major
1020574,Calendar,General,Mozilla,RESOLVED,DUPLICATE,[mozmill] modernize calendar's sharedModules, ---,P1,normal
459018,Calendar,Calendar Frontend,mschroeder,RESOLVED,FIXED,'self.stopEditing is not a function' while creating an event via drag & drop, ---,P1,major
355304,Calendar,Import and Export,mvl,RESOLVED,FIXED,Exceptions of recurring events are not handled by export to iCalendar, ---,P1,major
355577,Calendar,Provider: Local Storage,mvl,RESOLVED,FIXED,storage calendar can use some indexes, ---,P1,normal
299325,Calendar,Lightning Only,nobody,RESOLVED,FIXED,Unable to make views smaller after resize, ---,P1,major
350313,Calendar,Calendar Frontend,nobody,RESOLVED,WORKSFORME,unneccessary refreshing events from local calendars on startup, ---,P1,minor
458255,Calendar,Build Config,nobody,RESOLVED,DUPLICATE,need update snippets for lightning nightly builds, ---,P1,normal
511098,Calendar,Provider: CalDAV,nobody,RESOLVED,WONTFIX,"Accepting invitation into Google Calendar (CalDAV) fails with error 403 ""Cannot create/update events where you are not the organizer""", ---,P1,major
520525,Calendar,Sunbird Only,nobody,RESOLVED,INVALID,"alarms, events only working when sunbird is working.", ---,P1,normal
578665,Calendar,General,nobody,RESOLVED,INCOMPLETE,Database Errors with Lightning 1.0b1 (Database has not been opened), ---,P1,critical
631514,Calendar,Provider: ICS/WebDAV,nobody,RESOLVED,INVALID,Unable to remove events on a remote zimbra server, ---,P1,major
672214,Calendar,Lightning Only,nobody,RESOLVED,DUPLICATE,"new lightning 1.0b4 on new thunderbird 5 critical functions not working at all, win xp sp3", ---,P1,blocker
695628,Calendar,General,nobody,RESOLVED,INVALID,Can not take the sony ericssion mobies, ---,P1,critical
714235,Calendar,Calendar Frontend,nobody,RESOLVED,INVALID,does not show dark spot on the present date., ---,P1,major
736019,Calendar,General,nobody,RESOLVED,DUPLICATE,Event being moved by Lightning from one calendar to the first calendar in the list, ---,P1,blocker
741897,Calendar,General,nobody,RESOLVED,DUPLICATE,"Calendar details don't show up when mouseover the entry, if there are too many lines written in the comment field", ---,P1,major
745505,Calendar,Calendar Frontend,nobody,RESOLVED,INVALID,clander view, ---,P1,minor
773248,Calendar,Dialogs,nobody,RESOLVED,INVALID,xdfxfcfcnfgjbkj, ---,P1,critical
794787,Calendar,General,nobody,RESOLVED,INVALID,march is april, ---,P1,normal
794795,Calendar,General,nobody,RESOLVED,INVALID,march is june, ---,P1,normal
794805,Calendar,General,nobody,RESOLVED,INVALID,january is febuary, ---,P1,normal
794807,Calendar,Calendar Frontend,nobody,RESOLVED,INVALID,The Mozilla calendar project, ---,P1,normal
794816,Calendar,General,nobody,RESOLVED,INVALID,november is december, ---,P1,normal
794818,Calendar,General,nobody,RESOLVED,INVALID,november, ---,P1,normal
794821,Calendar,General,nobody,RESOLVED,INVALID,march is june, ---,P1,normal
794834,Calendar,Internal Components,nobody,RESOLVED,DUPLICATE,february is march, ---,P1,critical
794851,Calendar,General,nobody,RESOLVED,INVALID,january is second month in a year, ---,P1,normal
794853,Calendar,Alarms,nobody,RESOLVED,INVALID,alarm, ---,P1,minor
794868,Calendar,General,nobody,RESOLVED,INVALID,tomorrow is holiday or not, ---,P1,normal
797734,Calendar,General,nobody,RESOLVED,INVALID,"whether august 2nd,thursday", ---,P1,major
799973,Calendar,General,nobody,RESOLVED,INVALID,countrywide public holidays are to be displayed, ---,P1,minor
832595,Calendar,Preferences,nobody,RESOLVED,INVALID,its not showing the festival dates, ---,P1,minor
835028,Calendar,General,nobody,RESOLVED,INVALID,calender doesn't shows the festival dates in red colour, ---,P1,major
846700,Calendar,Calendar Frontend,nobody,RESOLVED,INVALID,feb month do not contain 28 days, ---,P1,normal
866591,Calendar,Lightning Only,nobody,RESOLVED,DUPLICATE,Lightning 2.3b1 : No event Dialog : Error on  //calendar/content/calendar-event-dialog.xul, ---,P1,blocker
926057,Calendar,Lightning Only,nobody,RESOLVED,DUPLICATE,Lightning completely unusable - Exception parsing calendars, ---,P1,blocker
954468,Calendar,Provider: GData,nobody,RESOLVED,WONTFIX,festival dates are not shown in red color, ---,P1,major
1005490,Calendar,Tasks,nobody,RESOLVED,WORKSFORME,In Lightning when a new task is set and saved it will not register in the calender. Events do so I have to enter everything as an event., ---,P1,blocker
1080204,Calendar,Provider: GData,nobody,RESOLVED,INVALID,Google calendar is empty with Thunderbird 31.1.2 release and Lightning 3.3.1, ---,P1,normal
1090039,Calendar,General,nobody,RESOLVED,DUPLICATE,Transition to winter time in Russia, ---,P1,major
1100422,Calendar,Provider: GData,nobody,RESOLVED,INVALID,Google Calendar not working again, ---,P1,critical
1125852,Calendar,General,nobody,RESOLVED,INVALID,Repeating tasks cannot be marked complete and are not updated as a new task after previous repeating task is completed., ---,P1,major
1143355,Calendar,Provider: GData,nobody,RESOLVED,WORKSFORME,repeating events changed on ios app are not updated in Lightning, ---,P1,normal
1154211,Calendar,General,nobody,RESOLVED,INCOMPLETE,Print preview shows events in color, ---,P1,major
1189621,Calendar,General,nobody,RESOLVED,INVALID,calendar is not displaying in the home page, ---,P1,normal
1201477,Calendar,Provider: CalDAV,nobody,RESOLVED,DUPLICATE,Unable to accept an invitation from another caldav-user, ---,P1,normal
1266037,Calendar,Calendar Frontend,nobody,RESOLVED,WORKSFORME,2016 Leap year issue, ---,P1,major
1340767,Calendar,General,nobody,RESOLVED,INVALID,"On click of help in google store, error message is displayed", ---,P1,major
1582058,Calendar,General,nobody,RESOLVED,DUPLICATE,"Can not modify immutable data container' when calling method: [calIItemBase::setProperty]""  nsresult: ""0x80460002 (NS_ERROR_OBJECT_IS_IMMUTABLE)"" ...... ccalStorageCalendar.js#1736", ---,P1,normal
1659987,Calendar,Provider: ICS/WebDAV,nobody,RESOLVED,DUPLICATE,"[Thunderbird 78 only] : Ics calendar on WebDAV - events saved on server, but modifications not updated in Thunderbird", ---,P1, --
1661318,Calendar,Printing,nobody,RESOLVED,DUPLICATE,Printing from calendar fails with error, ---,P1,S1
1630943,Calendar,Provider: CalDAV,paul,RESOLVED,FIXED,"Problem with two caldav calendars, on same host, but different usernames", ---,P1, --
1658032,Calendar,General,paul,RESOLVED,FIXED,Calendar should not try to load events/alarms for disabled calendars, ---,P1, --
1663399,Calendar,Provider: CalDAV,paul,RESOLVED,FIXED,ICS calendars can't be set up anymore, ---,P1, --
346278,Calendar,Build Config,philipp,RESOLVED,FIXED,Allow building localized lightning langpacks, ---,P1,major
402365,Calendar,Lightning Only,philipp,RESOLVED,FIXED,[Trunk] Tabs break calendar mode view, ---,P1,normal
456379,Calendar,Calendar Frontend,philipp,RESOLVED,FIXED,Thunderbird3: Remove lightning calendar/task toolbars, ---,P1,normal
456385,Calendar,Calendar Frontend,philipp,RESOLVED,FIXED,Thunderbird3: Integrate Calendar and Task mode menu items into new menu, ---,P1,normal
460252,Calendar,Lightning Only,philipp,RESOLVED,FIXED,Today Pane Integration in the new Thunderbird tab model (currently not available in mail tab), ---,P1,major
464133,Calendar,Provider: CalDAV,philipp,RESOLVED,FIXED,CalDAV deletes against Zimbra server often (always?) fail, ---,P1,normal
493389,Calendar,Provider: GData,philipp,RESOLVED,FIXED,Provider for Google Calendar cannot sync tasks., ---,P1,normal
668222,Calendar,E-mail based Scheduling (iTIP/iMIP),philipp,RESOLVED,FIXED,"Thunderbird Does Not Process Meeting Invites from Outlook, Google Calendar", ---,P1,critical
680201,Calendar,Build Config,philipp,RESOLVED,FIXED,test_webcal.js fails due to redefinition of Cc, ---,P1,normal
680203,Calendar,Build Config,philipp,RESOLVED,FIXED,Make Lightning tests work with packaged-tests, ---,P1,normal
905097,Calendar,Internal Components,philipp,RESOLVED,FIXED,Consolidate calendar Helper functions and switch to calUtils.jsm [meta], ---,P1,normal
909916,Calendar,Build Config,philipp,RESOLVED,FIXED,Lightning windows l10n repacks fail on beta, ---,P1,normal
973606,Calendar,Alarms,philipp,RESOLVED,FIXED,"Fix alarms testcase, thrown exception has changed", ---,P1,normal
973651,Calendar,ICAL.js Integration,philipp,RESOLVED,FIXED,"Fix parent component accessor, cloning and timezone refs and make all tests pass", ---,P1,normal
979262,Calendar,Internal Components,philipp,RESOLVED,FIXED,"Store large integer values as strings (you cannot set the XXX pref to the number YYY, as number pref values must be in the signed 32-bit integer range -(2^31-1) to 2^31-1)", ---,P1,major
994742,Calendar,Internal Components,philipp,RESOLVED,FIXED,"Check if calendar.setProperty('xyz', null); will reset the pref or if it fails", ---,P1,normal
1011883,Calendar,Website,philipp,RESOLVED,FIXED,Morocco Holidays over (without religious holidays), ---,P1,normal
1067007,Calendar,General,philipp,RESOLVED,FIXED,[mozmill] tests do not work after TB build changes, ---,P1,normal
1079189,Calendar,Provider: GData,philipp,RESOLVED,FIXED,Code Review for bug 493389 -  Provider for Google Calendar cannot sync tasks, ---,P1,normal
1085287,Calendar,Provider: GData,philipp,RESOLVED,FIXED,Invalid time zone definition for start time, ---,P1,normal
1101175,Calendar,Provider: GData,philipp,RESOLVED,FIXED,Accepting inviations doesn't work as expected (403 forbidden), ---,P1,normal
1103637,Calendar,Provider: GData,philipp,RESOLVED,FIXED,google agendas desappear if not connected, ---,P1,major
1146286,Calendar,Provider: GData,philipp,RESOLVED,FIXED,Events from before daylight savings time change are one hour off, ---,P1,normal
1169062,Calendar,Provider: GData,philipp,RESOLVED,FIXED,Lightning extremely slow/unresponsive with Google Birthday calendar, ---,P1,normal
1170271,Calendar,Provider: GData,philipp,RESOLVED,FIXED,Provider does not sync single occurrences deleted occurrences, ---,P1,normal
1196455,Calendar,Provider: GData,philipp,RESOLVED,FIXED,Can not set absolute alarm that is before the event starts, ---,P1,normal
1344068,Calendar,Alarms,philipp,RESOLVED,FIXED,alarmLastAck is not taken from parent item in alarm service, ---,P1,normal
1346808,Calendar,General,philipp,RESOLVED,FIXED,Make calUtils.js functions independent of window, ---,P1,normal
1347149,Calendar,General,philipp,RESOLVED,FIXED,Use cal prefix for all calUtils functions, ---,P1,normal
1347211,Calendar,General,philipp,RESOLVED,FIXED,Remove some deprecated functions from calUtils.js, ---,P1,normal
1347225,Calendar,General,philipp,RESOLVED,FIXED,Move service and instance accessors to calUtils.jsm, ---,P1,normal
1393704,Calendar,General,philipp,RESOLVED,DUPLICATE,TEST-UNEXPECTED-FAIL | xpcshell-icaljs.ini:calendar/test/unit/test_gdata_provider.js | xpcshell return code: 0, ---,P1,major
1396897,Calendar,Provider: GData,philipp,RESOLVED,FIXED,"GData provider creates duplicate events when recurring events are edited, saved and synchronized", ---,P1,blocker
1400253,Calendar,General,philipp,RESOLVED,FIXED,"All 19 tests using do_calendar_startup() fail - Xpcshell failure in Calendar on 2017-09-25: ABORT: file ... mozilla/dom/workers/ServiceWorkerRegistrar.cpp, line 1027 (Friday bustage)", ---,P1,critical
1410672,Calendar,Build Config,philipp,RESOLVED,FIXED,Fix linting on C-C and try C-C, ---,P1,normal
1677819,Calendar,Printing,remotenonsense,RESOLVED,FIXED,printing calendar do not work - Uncaught TypeError: window.arguments is undefined, ---,P1, --
1679776,Calendar,Provider: CalDAV,remotenonsense,RESOLVED,FIXED,event encodings messed up for caldav, ---,P1,S2
986936,Calendar,Provider: CalDAV,tiermaster,RESOLVED,FIXED,No update to ICloud caldav possible since March 2014, ---,P1,major
1714586,Calendar,General,alessandro,RESOLVED,FIXED,Unable to add calendars if the initial setup is not completed, ---,P2, --
1727938,Calendar,Import and Export,bugzilla2007,RESOLVED,FIXED,Importing ICS file with TODO items fails with JS error, ---,P2,S3
323953,Calendar,Lightning Only,dmosedale,RESOLVED,FIXED,lightning pane doesn't repaint after calendar added or deleted, ---,P2,normal
1229684,Calendar,General,foss,RESOLVED,FIXED,Use Intl.DateTimeFormat instead of nsIScriptableDateFormat, ---,P2,major
1360915,Calendar,Internal Components,foss,RESOLVED,FIXED,Restore datetime formatting to be sensitive to OS regional setting - use MozIntl, ---,P2,normal
1009894,Calendar,Internal Components,geoff,RESOLVED,FIXED,Update internal timezone database from version 2014b to version 2015a, ---,P2,normal
1713874,Calendar,Provider: CalDAV,geoff,RESOLVED,FIXED,Lightning can't identify calendar from Radicale server and the interface locks up after trying, ---,P2,S2
539943,Calendar,Build Config,gozer,RESOLVED,FIXED,Set up builders for Lightning 1.0b2pre for Thunderbird 3.1, ---,P2,blocker
1694820,Calendar,Calendar Frontend,henry,RESOLVED,FIXED,Calendar: time and event name not vertically aligned, ---,P2, --
298349,Calendar,Lightning Only,jminta,RESOLVED,FIXED,Need to support events (not all-day) that span multiple days, ---,P2,normal
298352,Calendar,Lightning Only,jminta,RESOLVED,FIXED,"multiday view needs to have pref control for start/end of day, and start/end of week", ---,P2,normal
298504,Calendar,Lightning Only,jminta,RESOLVED,FIXED,Need to specify context menus for the views, ---,P2,normal
1557504,Calendar,General,khushil324,RESOLVED,FIXED,remove [array] use in xpidl from calendar/, ---,P2,normal
1590472,Calendar,Security,khushil324,RESOLVED,FIXED,Calendar: Implement new handling for bad server certificates on SSL/TLS connections, ---,P2,normal
1598050,Calendar,Dialogs,khushil324,RESOLVED,FIXED,Restructure all <xul:dialog> usages such that they are not the top level element -- in calendar/, ---,P2,normal
1656693,Calendar,Dialogs,khushil324,RESOLVED,FIXED,Calendar New Event window no longer starts with highlighted title., ---,P2, --
1659380,Calendar,Dialogs,khushil324,RESOLVED,FIXED,Calendar New Event window should start with the title highlighted, ---,P2, --
1663303,Calendar,Dialogs,khushil324,RESOLVED,FIXED,"Calendar New Event window should require a title (""null"" events are saved)", ---,P2, --
697026,Calendar,General,lasana,RESOLVED,FIXED,about:support - add calendar type and properties to the troubleshooting information, ---,P2,normal
1562896,Calendar,E-mail based Scheduling (iTIP/iMIP),lasana,RESOLVED,FIXED,Accept event invitation: Reply wrongly sent from and confirmed for email associated with accepting calendar or TB default account instead of recipient/attendee email address (privacy leak!), ---,P2,S2
1665203,Calendar,Provider: CalDAV,lasana,RESOLVED,FIXED,auto-discovered read-only caldav calendars don't get set as read-only, ---,P2, --
1715756,Calendar,Provider: ICS/WebDAV,lasana,RESOLVED,FIXED,ICS/WebDAV calendars should get correct read-only status when subscribing, ---,P2, --
1299610,Calendar,E-mail based Scheduling (iTIP/iMIP),makemyday,RESOLVED,FIXED,"Lightning cannot send email event invitations for events stored on a CalDAV server, if autoscheduling is enabled server-side", ---,P2,normal
1110183,Calendar,Alarms,matthew.mecca,RESOLVED,FIXED,Displayed reminders can be improperly snoozed or duplicated when the calendar is refreshed, ---,P2,normal
1581200,Calendar,General,mkmelin+mozilla,RESOLVED,FIXED,remove <observes> usage from calendar/, ---,P2,normal
980515,Calendar,General,Mozilla,RESOLVED,FIXED,[mozmill] make recurrence tests work again, ---,P2,normal
983791,Calendar,General,Mozilla,RESOLVED,WONTFIX,[mozmill] fix calendar recurrenceRotated tests, ---,P2,major
1129097,Calendar,Build Config,Mozilla,RESOLVED,WORKSFORME,"[mozmill] calendar ""make mozmill"" not working on windows", ---,P2,normal
1329957,Calendar,Internal Components,Mozilla,RESOLVED,FIXED,[mozmill] calendar recurrence tests regularly failing on linux, ---,P2,normal
1373807,Calendar,Internal Components,Mozilla,RESOLVED,FIXED,"[mozmill] testWeeklyWithExceptionRecurrence.js failing on all platforms, Linux more than others", ---,P2,normal
1495247,Calendar,Internal Components,Mozilla,RESOLVED,FIXED,[mozmill] close any remaining EventDialogs on teardownTest, ---,P2,major
924837,Calendar,Internal Components,mschroeder,RESOLVED,FIXED,Update internal timezone database from version 2013d to version 2014b, ---,P2,normal
1158733,Calendar,Internal Components,mschroeder,RESOLVED,FIXED,Detect system timezone from Javascript Internationalization API, ---,P2,normal
1411010,Calendar,Internal Components,mschroeder,RESOLVED,FIXED,Update internal timezone database to version 2018c, ---,P2,normal
373775,Calendar,Tasks,nobody,RESOLVED,FIXED,Marking repeated task complete marks all instances of the task, ---,P2,normal
459689,Calendar,E-mail based Scheduling (iTIP/iMIP),nobody,RESOLVED,WORKSFORME,same event arriving via iMIP handled both by Zimbra server & Lightning creates weird user-experience, ---,P2,normal
460405,Calendar,General,nobody,RESOLVED,WORKSFORME,"""ASSERTION: Expected only one call!: '!gCallCount++'"" when shutting down Thunderbird with Lightning", ---,P2,normal
460406,Calendar,General,nobody,RESOLVED,WORKSFORME,"""ASSERTION: can't get xpt search path"" when shutting down Thunderbird with Lightning", ---,P2,normal
531390,Calendar,Lightning Only,nobody,RESOLVED,DUPLICATE,Draging E-Mail to Lightning - no way to disable attendees in event / task, ---,P2,normal
622071,Calendar,Lightning Only,nobody,RESOLVED,INVALID,Install of lightning.0b2-tb-linux.xpi failed, ---,P2,major
759698,Calendar,General,nobody,RESOLVED,INVALID,disable of leap year, ---,P2,critical
794781,Calendar,General,nobody,RESOLVED,INVALID,mistake in july month, ---,P2,normal
794835,Calendar,General,nobody,RESOLVED,DUPLICATE,september month shows wrong, ---,P2,normal
794843,Calendar,General,nobody,RESOLVED,DUPLICATE,september month shows wrong, ---,P2,minor
798732,Calendar,Calendar Frontend,nobody,RESOLVED,INVALID,navigation is not found, ---,P2,normal
837571,Calendar,General,nobody,RESOLVED,INVALID,testing the app, ---,P2,major
846699,Calendar,Calendar Frontend,nobody,RESOLVED,INVALID,february month do not contain 28 days, ---,P2,normal
925840,Calendar,Lightning Only,nobody,RESOLVED,DUPLICATE,Lightning 2.6 not compatible with Thunderbird 24.0.1, ---,P2,critical
978570,Calendar,ICAL.js Integration,nobody,RESOLVED,FIXED,[meta] Enable ical.js by default, ---,P2,normal
1166267,Calendar,General,nobody,RESOLVED,INVALID,calender note is not taking dates, ---,P2,normal
1201818,Calendar,General,nobody,RESOLVED,DUPLICATE,Calendars disabled, ---,P2,normal
1265701,Calendar,Lightning Only,nobody,RESOLVED,DUPLICATE,Invitation with a ics file generated in Daylight crashes Thunderbird with enabled Lightning, ---,P2,critical
1273793,Calendar,Internal Components,nobody,RESOLVED,DUPLICATE,"added calendars could be set with ""read only option"" accordingly to its real permissions", ---,P2,normal
1406868,Calendar,E-mail based Scheduling (iTIP/iMIP),nobody,RESOLVED,DUPLICATE,"Allow to switch to display other mime parts in case of multipart/alternative that has a text/calendar part ( ""cancel with note"" note text not shown anywhere)", ---,P2,normal
1666156,Calendar,Alarms,nobody,RESOLVED,WORKSFORME,"Reminders in calendar (via CalDav) do not dismiss after clicking ""dismiss."" Reminders continually pop up after clicking either ""dismiss all"" or ""dismiss"" on individual reminders. .", ---,P2, --
1670426,Calendar,Provider: CalDAV,nobody,RESOLVED,DUPLICATE,"CalDAV discovery via SRV records (bootstrapping should do SRV/TXT dns lookups, then try /.well-known/caldav)", ---,P2, --
1732504,Calendar,Calendar Frontend,nobody,RESOLVED,DUPLICATE,"Duplicated day enumeration displayed in month view (29 Sept 1989 shown twice, 1st Oct 1989 missing)", ---,P2,S2
1558599,Calendar,General,paul,RESOLVED,FIXED,Adapt where Lightning adds menu items to the new appmenu, ---,P2,normal
1659363,Calendar,E-mail based Scheduling (iTIP/iMIP),paul,RESOLVED,FIXED,Google calendar event descriptions contain HTML tags but Thunderbird renders descriptions as plain text, ---,P2, --
1660260,Calendar,Dialogs,paul,RESOLVED,DUPLICATE,In event/todo summaries the description field shows HTML tags, ---,P2, --
406579,Calendar,Build Config,philipp,RESOLVED,FIXED,Update story for timezone database, ---,P2,normal
462823,Calendar,Internal Components,philipp,RESOLVED,FIXED,make |test_interface()| function in |test_recur.js| more robust, ---,P2,normal
689126,Calendar,Build Config,philipp,RESOLVED,WORKSFORME,Running xpcshell-tests on a Mac production builder fails for Lightning, ---,P2,normal
901450,Calendar,Provider: ICS/WebDAV,philipp,RESOLVED,FIXED,Infinite loop at refresh when ICS server is up but calendar is not available, ---,P2,critical
923026,Calendar,Internal Components,philipp,RESOLVED,FIXED,Make use of Preferences.jsm in calendar code, ---,P2,normal
1346588,Calendar,Internal Components,philipp,RESOLVED,FIXED,Update internal timezone database to version 2017b, ---,P2,normal
357480,Calendar,Internal Components,remotenonsense,RESOLVED,FIXED,Opening or adding .ics files to calendar by double click, ---,P2,normal
1514666,Calendar,Provider: ICS/WebDAV,remotenonsense,RESOLVED,FIXED,Remove use of nsISAXXMLReader in CalDAV, ---,P2,normal
1724292,Calendar,Dialogs,remotenonsense,RESOLVED,FIXED,"Clicking mid: URLs in calendar entries no longer opens mails, which makes Message -> Convert To > Event useless UX", ---,P2,S2
964040,Calendar,Calendar Frontend,richard.marti,RESOLVED,FIXED,"make ""today"" easier to spot in multiweek & month view", ---,P2,normal
986584,Calendar,General,richard.marti,RESOLVED,FIXED,Use the new OS X buttons, ---,P2,major
1625576,Calendar,Dialogs,alessandro,RESOLVED,FIXED,"First-run wizard dialog does not close after clicking ""Advanced config""", ---,P3,normal
1342734,Calendar,Provider: GData,arai.unmht,RESOLVED,FIXED,Remove legacy generator from calendar/providers/gdata/., ---,P3,normal
385249,Calendar,Preferences,berend.cornelius09,RESOLVED,WORKSFORME,Items overrun the boundary on Lightning options tabs, ---,P3,minor
1360914,Calendar,Lightning Only,bv1578,RESOLVED,FIXED,Miniday shows dummy values for year (5555) and month at starttime, ---,P3,normal
1633772,Calendar,Provider: Local Storage,chris,RESOLVED,FIXED,Recurring task with recurrence until date raises an exception when listed, ---,P3, --
1626669,Calendar,General,geoff,RESOLVED,FIXED,Remove unnecessary JS scripts from hiddenWindow.xhtml file, ---,P3,normal
293192,Calendar,Lightning Only,jminta,RESOLVED,FIXED,need better mechanism for switching view-mode in tbird, ---,P3,normal
298357,Calendar,Lightning Only,jminta,RESOLVED,FIXED,views need to colourize events by calendar color-pref, ---,P3,normal
1380751,Calendar,General,jorgk-bmo,RESOLVED,FIXED,Use mozIntl in minimonth.xml, ---,P3,normal
1596937,Calendar,Dialogs,khushil324,RESOLVED,FIXED,Edit calendar dialog no email warning is clipped, ---,P3,normal
1355151,Calendar,Dialogs,makemyday,RESOLVED,FIXED,opening one event - multiple event windows are opened (instead of switching to already opened window), ---,P3,normal
298358,Calendar,Internal Components,mattwillis,RESOLVED,FIXED,"calIAlarm needs nicer support for multiple trigger-types, etc.", ---,P3,normal
1663947,Calendar,Dialogs,mkmelin+mozilla,RESOLVED,FIXED,HTML entities like &nbsp; appear in calendar event and task descriptions, ---,P3, --
1350679,Calendar,General,mschroeder,RESOLVED,FIXED,"Remove deprecated toLocaleFormat from calendar, use Intl.DateTimeFormat or mozIntl instead", ---,P3,normal
1458367,Calendar,General,mschroeder,RESOLVED,FIXED,Mass replace the Components.interface/Components.utils uses with Ci/Cu in Calendar, ---,P3,normal
1628815,Calendar,Internal Components,mschroeder,RESOLVED,FIXED,Fix underlying issue being worked around in test_caldav_client xpcshell test, ---,P3,S3
298359,Calendar,Internal Components,mvl,RESOLVED,FIXED,need to properly (de)serialize calIAlarms (from)to ICS, ---,P3,normal
527832,Calendar,Dialogs,nobody,RESOLVED,DUPLICATE,Need different time zone for end time of travel events, ---,P3,normal
673756,Calendar,Build Config,nobody,RESOLVED,INVALID,Add jscoverage reports to Lightning unit tests, ---,P3,normal
