"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Change Request","Priority","Severity","Type"
1606620,"Firefox","Menus","nobody","UNCONFIRMED"," ---","right click context menu displaying in first screen while window in second screen"," ---","P1","critical","task"
1653320,"Firefox","Site Permissions","mconley","UNCONFIRMED"," ---","Global sharing indicator blocks access to menus in macOS"," ---","P2","S3","defect"
1355978,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","show tab favicons immediately"," ---","P2","normal","defect"
1404034,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Icon looks pixelated on gnome3"," ---","P2","normal","defect"
1404295,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","Firefox developer edition - default browser issue"," ---","P2","normal","defect"
1405504,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Can no longer scroll the tab bar using touch on win 10 and Firefox beta 57.0b5. Touch scrolling works on Firefox 56."," ---","P2","normal","defect"
1412693,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Sidebar state and button 'checked' state get out of sync in new private windows"," ---","P2","normal","defect"
1417384,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Missing pixels in the corners on maximized window on high-density monitors"," ---","P2","trivial","defect"
1501937,"Firefox","Protections UI","nobody","UNCONFIRMED"," ---","tracking-protection-issues.herokuapp.com"," ---","P2","normal","defect"
1504591,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Resize full screen get black skin border bug."," ---","P2","normal","defect"
1529446,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Menus misplaced after adjusting GNOME HiDpi scaling"," ---","P2","normal","defect"
1579574,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","Preferences show Firefox is the default browser when it is not associated with html files"," ---","P2","normal","defect"
1600213,"Firefox","Pocket","nobody","UNCONFIRMED"," ---","Be consistent with use of red for Pocket"," ---","P2","normal","enhancement"
1612789,"Firefox","Bookmarks & History","nobody","UNCONFIRMED"," ---","Dragging imported folders in bookmark manager does not move all nested bookmarks"," ---","P2","normal","defect"
1621301,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Firefox does not load webpages from the new tab page since 74.0 update"," ---","P2","normal","defect"
1628652,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","New tab stays bright when using Firefox Default scheme with dark system"," ---","P2","normal","defect"
1636466,"Firefox","about:logins","nobody","UNCONFIRMED"," ---","Show passwords in about:logins asks for wrong Windows credentials (smart card instead of user-password)"," ---","P2","S3","defect"
1646218,"Firefox","Site Permissions","nobody","UNCONFIRMED"," ---","new global sharing indicator opens in the center of the screen"," ---","P2","S3","defect"
1648714,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Basic Authentication Info shown in tab title"," ---","P2","S3","defect"
1656758,"Firefox","Site Identity","nobody","UNCONFIRMED"," ---","""Page icon"" available on address bar, inconsistently"," ---","P2","S3","defect"
1660649,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Title bar blank,  doesn't show page title on OS X"," ---","P2","S3","defect"
1675284,"Firefox","about:logins","nobody","UNCONFIRMED"," ---","Lockwise does not report website breaches or alerts"," ---","P2","S3","defect"
1716467,"Firefox","Firefox Accounts","nobody","UNCONFIRMED"," ---","User is continuously logged out and passwords and data are de-synced after ten-20 minutes after signing in since update."," ---","P2"," --","defect"
1735229,"Firefox","about:logins","nobody","UNCONFIRMED"," ---","about:logins screen stays empty during a long time"," ---","P2","S3","defect"
1745553,"Firefox","Bookmarks & History","nobody","UNCONFIRMED"," ---","[Wayland/sway] Clicking on 'Show more bookmarks' rapidly increases CPU"," ---","P2","S3","defect"
1755158,"Firefox","General","nobody","UNCONFIRMED"," ---","When typing on Facebook webpage and the back space key is pressed, the screen drops to the bottom"," ---","P2","S3","defect"
1584353,"Firefox","New Tab Page","sdowne","UNCONFIRMED"," ---","[NTP] Search the web in the Search Bar is shown in two rows."," ---","P2","normal","defect"
1651983,"Firefox","New Tab Page","sdowne","UNCONFIRMED"," ---","Pocket recommendations disappeared"," ---","P2","S3","defect"
1652237,"Firefox","New Tab Page","sdowne","UNCONFIRMED"," ---","Pocket recommendations appear after upgrade to FF 78"," ---","P2","S3","defect"
520381,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","when choosing a different application to open a file the chosen application is ignored"," ---","P3","normal","defect"
540602,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Timer value is changed in non-ssl PRIVACY_ENCRYPTED, 400 bytes in test form url ""http://bclary.com/projects/form-utils/form.pl?method=post"""," ---","P3","normal","defect"
663633,"Firefox","General","nobody","UNCONFIRMED"," ---","the cursor blink on buttons and the non editable text as well"," ---","P3","normal","defect"
783929,"Firefox","Menus","nobody","UNCONFIRMED"," ---","bookmarks child menus jitter and shake incessantly when dragging in a shortcut while the main firefox window is using an external monitor"," ---","P3","S4","defect"
808252,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","home and end key not working on web pages opened in firefox browser"," ---","P3","normal","defect"
862677,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","Integrated PDF viewer does not print rotated sheets"," ---","P3","normal","defect"
881177,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Firefox Sync: remote wipe"," ---","P3","normal","enhancement"
889502,"Firefox","Theme","nobody","UNCONFIRMED"," ---","minimize, maximize button not available"," ---","P3","normal","defect"
924072,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","[pdf.js] PDF file making Firefox unresponsive"," ---","P3","normal","defect"
945039,"Firefox","General","nobody","UNCONFIRMED"," ---","Blocks of text turns black in Windows 8.1 on any site and must scroll to recover text."," ---","P3","normal","defect"
977006,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","Shows blank PDF when file is hosted in a directory protected by NTLM"," ---","P3","S4","defect"
983036,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Added New Toolbar intermittently disappears"," ---","P3","normal","defect"
996758,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Pinned tabs disappear and cannot be recovered in certain case."," ---","P3","normal","defect"
1048286,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","When launching FF in permanent private browsing mode (with the -private option), only the initial window has the indicator that it's private."," ---","P3","normal","defect"
1055561,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Mime type incorrect for PDF uploads with PHP on Firefox version 31"," ---","P3","normal","defect"
1096726,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Firefox 32 or higher refuses to restore session files from older versions"," ---","P3","critical","defect"
1120797,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Session is recovered only on the second restart. related to timestamped upgrade backups in sessionstore-backups?  (does not appear on normal usage)"," ---","P3","S4","defect"
1163922,"Firefox","Pocket","nobody","UNCONFIRMED"," ---","Middle clicking ""View Pocket List"" does nothing"," ---","P3","normal","defect"
1176332,"Firefox","Bookmarks & History","nobody","UNCONFIRMED"," ---","nsINavBookmarkObserver onItemChanged() is triggered for each tag added to a bookmark (for that bookmark)"," ---","P3","normal","defect"
1195386,"Firefox","General","nobody","UNCONFIRMED"," ---","[e10s][meta] built-in framescripts register observers for each tab"," ---","P3","normal","task"
1200587,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Provide option for about:privatebrowsing to show blank page like about:newtab"," ---","P3","normal","defect"
1218034,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","cannot set big picture as background image"," ---","P3","minor","defect"
1231251,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Ubuntu Mate, Multiple Images in an Array don't load correctly when resizing window to half screen"," ---","P3","trivial","defect"
1232116,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","PDF file is printed with wrongly positioned glyphs, barely readable"," ---","P3","normal","defect"
1243580,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","PDF.js doesn't honor ""/ViewerPreferences <</PrintScaling /None>> in Catalog"," ---","P3","normal","defect"
1254066,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","Wrong rendering of shadings"," ---","P3","normal","defect"
1257993,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Not able to navigate in print preview tab after previewing on e10s"," ---","P3","normal","defect"
1265440,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","PDF Viewer is not using print.print_margin"," ---","P3","normal","defect"
1271259,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","When the new tab opens, www.example.com is trying to load and throws the address is invalid error"," ---","P3","normal","defect"
1278548,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Current private window design causes all content to twitch when I toggle tracking protection"," ---","P3","normal","defect"
1280458,"Firefox","Security","nobody","UNCONFIRMED"," ---","Make ""Parts of this page are not secure"" warning more useful (link to blocked content, or instructions on how to find them)"," ---","P3","normal","enhancement"
1292887,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Keyboard shortcut for Synced Tabs sidebar is missing"," ---","P3","normal","defect"
1303376,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Sync Bookmarks: Browser are unresponsive when running Sync.Engine.Bookmarks TRACE Mapped"," ---","P3","normal","defect"
1310959,"Firefox","Security","nobody","UNCONFIRMED"," ---","add user interface for hpkp (http public key pinning)"," ---","P3","normal","enhancement"
1313109,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Reload all tabs does not load content from network for tabs that are not yet (session-)restored"," ---","P3","normal","defect"
1314585,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Scrolling with mouse wheel on bookmarks main menu stops and switches to expanded sub menu when I hover over a main folder for more than a split second."," ---","P3","S4","defect"
1324394,"Firefox","about:logins","nobody","UNCONFIRMED"," ---","Allow origins to be edited in the Password Manager"," ---","P3","normal","enhancement"
1324955,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","tell us tracking protection may work as ad blocker, blocking some content"," ---","P3","normal","defect"
1329912,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Wrong ""last-pb-context-exited"" notification in some cases (one for child process and one for global process?)"," ---","P3","normal","defect"
1353710,"Firefox","Security","nobody","UNCONFIRMED"," ---","identity ui: Non-PFS should be called as weak encryption (yellow triangle)"," ---","P3","normal","defect"
1366477,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Regression :Session restore breaks after restarting firefox 55 if pages are loading"," ---","P3","critical","defect"
1374131,"Firefox","Bookmarks & History","nobody","UNCONFIRMED"," ---","Ctrl+shift+drag on a bookmark/bookmark folder indicates a (symbolic) link will be created, but only a copy is created"," ---","P3","normal","defect"
1375140,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Crashed tab keeps loading spinner favicon, rather than a favicon for the 'crashed tab' error page"," ---","P3","normal","defect"
1380763,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Numbers on Badge are blurry with light LWT."," ---","P3","normal","defect"
1382885,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Incorrect pop-up origin for file chooser inside frame"," ---","P3","normal","defect"
1383438,"Firefox","Bookmarks & History","nobody","UNCONFIRMED"," ---","when the Preference under General ""Open windows in a new tab instead"" is checked the new URL loads over the current tab when opening a url from the library"," ---","P3","normal","defect"
1385728,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","if Firefox is not default browser, Firefox 54.0.1 does not reset default browser"," ---","P3","normal","defect"
1387585,"Firefox","Headless","nobody","UNCONFIRMED"," ---","Add ability to set initial size on Windowless Browser"," ---","P3","normal","enhancement"
1389748,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","[Linux] default browser firefox not working"," ---","P3","normal","defect"
1393717,"Firefox","Bookmarks & History","nobody","UNCONFIRMED"," ---","Unable to open bookmarks using middle click when connected to single monitor"," ---","P3","normal","defect"
1396210,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","Nightly says it isn't the default browser even though it is"," ---","P3","normal","defect"
1396215,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Update bookmark panel for Photon"," ---","P3","normal","enhancement"
1396216,"Firefox","General","nobody","UNCONFIRMED"," ---","""What's new"" in about dialog feels wrong when a manual update search indicates you can update to a different version (shows release notes for existing install instead of update)"," ---","P3","normal","defect"
1396221,"Firefox","Headless","nobody","UNCONFIRMED"," ---","Allow insecure localhost certificates for headless testing"," ---","P3","normal","defect"
1396410,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Links in external application open in the current tab instead of a new one"," ---","P3","normal","defect"
1397289,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","new tab button does not appear and cannot be added in Firefox 55."," ---","P3","normal","defect"
1397342,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","the customization of the icons in the menu bar are not saved after restarting firefox"," ---","P3","normal","defect"
1401181,"Firefox","General","nobody","UNCONFIRMED"," ---","Pointer Lock Notification showing after close tab (Ctrl+W) and hover this notification before disappears."," ---","P3","normal","defect"
1402155,"Firefox","Pocket","nobody","UNCONFIRMED"," ---","Pocket icon should change color when active page is already saved"," ---","P3","normal","defect"
1406002,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","When minimize window with many pinned tabs some navigation buttons are shifted"," ---","P3","normal","defect"
1406098,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","pdfjs.enablePrintAutoRotate doesn't work"," ---","P3","normal","defect"
1406143,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","[macOS] Feature Request: Add a short cut to open recently closed tabs or windows"," ---","P3","normal","defect"
1407238,"Firefox","Headless","nobody","UNCONFIRMED"," ---","Cli argument for print page or generate pdf command in Firefox headless mode"," ---","P3","normal","defect"
1410380,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""Top Stories - Enable"""," ---","P3","normal","enhancement"
1410385,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""Top Stories - Context menu"""," ---","P3","normal","enhancement"
1410389,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""Top Stories - Context menu - Bookmark"""," ---","P3","normal","enhancement"
1410391,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""Top Stories - Context menu - Remove Bookmark"""," ---","P3","normal","enhancement"
1410393,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""Top Stories - Context menu - Save to Pocket"""," ---","P3","normal","enhancement"
1410397,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""Top Stories - Context menu - Open in a New Window"""," ---","P3","normal","enhancement"
1410398,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""Top Stories - Context menu - Open in a New Private Window"""," ---","P3","normal","enhancement"
1410400,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""Top Stories - Context menu - Dismiss"""," ---","P3","normal","enhancement"
1410402,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""Top Stories - Context menu - Dismiss all Stories"""," ---","P3","normal","enhancement"
1410435,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""New Tab Preferences - Top Stories - Enable"""," ---","P3","normal","enhancement"
1410440,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Add automated test for ""New Tab Preferences - Top Stories - Disable"""," ---","P3","normal","enhancement"
1411997,"Firefox","Headless","nobody","UNCONFIRMED"," ---","Add support for CSS selector to --screenshot flag in headless mode"," ---","P3","normal","enhancement"
1415680,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Cannot Open PDF Attached Email File with _%_ included in the File Name"," ---","P3","normal","defect"
1417276,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Tabs unable to move to another monitor on top Discord"," ---","P3","normal","defect"
1418003,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","""tab wheel scroll"" add-on as a optional feature"," ---","P3","normal","enhancement"
1418249,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Inconsistent behavior while trying to close tabs fast with middle mouse click"," ---","P3","normal","defect"
1419649,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","When I close one of several tabs, after the tab closes, the wrong existing tab is opened as the current tab"," ---","P3","normal","enhancement"
1420260,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Badges of toolbar buttons with a `value` don't honour border-radius"," ---","P3","trivial","defect"
1420694,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","dragging a tab from one window to the first slot in another window causes the ""tab here"" icon to remain displayed"," ---","P3","normal","defect"
1421713,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Home screen - textbox color"," ---","P3","major","defect"
1422480,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Downloads manager shows wrong source when handling 30x redirect on drop"," ---","P3","normal","defect"
1422645,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","OSX default ""Open with..."" for files reset by Firefox, especially PDFs."," ---","P3","normal","defect"
1422922,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Dark theme pixel gap between toolbars and content area"," ---","P3","trivial","defect"
1425231,"Firefox","Migration","nobody","UNCONFIRMED"," ---","imported bookmark from google chrome disappear after restart Firefox;workaround found"," ---","P3","normal","defect"
1425806,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","Clear recent history shortcut doesn't work in chrome pages on macOS"," ---","P3","normal","defect"
1426103,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Initial bookmarks sync is very slow, takes hours or never ends (for ~35000 bookmarks)"," ---","P3"," --","defect"
1426922,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Preference to disable visiting and screenshotting pages in Activity Stream"," ---","P3","normal","enhancement"
1427594,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Memory consumption on idle"," ---","P3","normal","defect"
1427629,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","'Lazy' tab loading and tab previews interact badly"," ---","P3","normal","defect"
1428069,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","Awkward ""Quick Find within link-text only"" shortcut placement on AZERTY keyboards"," ---","P3","normal","defect"
1428463,"Firefox","General","nobody","UNCONFIRMED"," ---","Opening Firefox (normal mode) via CLI and then opening another Firefox window via CLI will always be in 'normal mode' rather than whatever you chose (normal or private mode) when inputting the second command"," ---","P3","normal","defect"
1428578,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","crashed tab opened in background loses the URL"," ---","P3","normal","defect"
1431159,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","External links to Firefox are not opening correctly when Firefox is already running"," ---","P3","normal","defect"
1431919,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Load tabs on demand when opened in background"," ---","P3","normal","enhancement"
1432644,"Firefox","Protections UI","nobody","UNCONFIRMED"," ---","Can't manually add exceptions to tracking protection list"," ---","P3","normal","defect"
1434092,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Closing a tab sometimes closes all tabs to the right of that tab"," ---","P3","normal","defect"
1434557,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Bookmarking restored tabs bookmark is about:new when tabs don't load"," ---","P3","normal","defect"
1434674,"Firefox","Headless","nobody","UNCONFIRMED"," ---","firefox headless mode should have a commandline option to disallow all popup windows, and alert boxes"," ---","P3","normal","defect"
1434823,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Warn user before downloading from private window."," ---","P3","normal","enhancement"
1436026,"Firefox","Disability Access","nobody","UNCONFIRMED"," ---","No way to focus the Firefox alerts via keyboard"," ---","P3","normal","defect"
1436030,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","itpc:// link to subscribe podcast in iTunes encoded wrong and create an error message in iTunes"," ---","P3","normal","defect"
1436462,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Reword Open in a New Window to Open in a New Private Window"," ---","P3","trivial","defect"
1438262,"Firefox","Headless","nobody","UNCONFIRMED"," ---","headless firefox audio still plays"," ---","P3","normal","defect"
1439203,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Add Screenshots to Firefox will save in Private Browser"," ---","P3","trivial","enhancement"
1440846,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Firefox uses 60% of my CPU while downloading a file"," ---","P3","normal","defect"
1440992,"Firefox","Installer","nobody","UNCONFIRMED"," ---","Firefox ESR 64 Bit does not show up in default apps on Windows 10"," ---","P3","normal","defect"
1451669,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Possible for ambiguous focus / selection styling"," ---","P3","normal","defect"
1454239,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Webpage with spoilers not saved properly for offline viewing"," ---","P3","normal","defect"
1457843,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Filename incorrectly encoded for upload using ISO8859-1 form/input on Mac OS"," ---","P3","normal","defect"
1460420,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Include AS telemetry in about:telemetry"," ---","P3","normal","defect"
1460536,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Too easy to leave ""Clear history when Firefox closes"" enabled by accident"," ---","P3","normal","defect"
1463274,"Firefox","Site Permissions","nobody","UNCONFIRMED"," ---","Firefox does not allow configuring a default webcam device"," ---","P3","normal","defect"
1463527,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Implement a mechanism to prevent multiple downloads"," ---","P3","normal","enhancement"
1463690,"Firefox","Headless","nobody","UNCONFIRMED"," ---","firefox headless browser providing screenshot in png format only, even for other formats like jpg and bmp also."," ---","P3","normal","enhancement"
1467338,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","DNS request flood during Firefox startup"," ---","P3","normal","defect"
1475785,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Activity stream is trying to capture thumbnails even when a blank page is set as home and newtab page"," ---","P3","normal","defect"
1476755,"Firefox","Firefox Accounts","nobody","UNCONFIRMED"," ---","Web Extensions cannot manage saved logins for accounts.firefox.com"," ---","P3","normal","defect"
1477192,"Firefox","WebPayments UI","nobody","UNCONFIRMED"," ---","Blank option line is displayed in the dropdown menus of the “Add/Edit Credit Card” screens"," ---","P3","normal","defect"
1477594,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","all tabs popup does not mark which tabs are visible in the tab strip"," ---","P3","normal","defect"
1482682,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","[tracking] Sessionstore development related to session managers"," ---","P3","normal","enhancement"
1484951,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","UX decisions on multiple download spam protection feature"," ---","P3","normal","defect"
1485688,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Home page changes do not persist in AWS"," ---","P3","normal","defect"
1486070,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Search Topsites should include custom search engines"," ---","P3","normal","defect"
1486651,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Clicking the ""New Tab"" button in the tab bar opens a seemingly random link at random times after waking up from sleep"," ---","P3","normal","defect"
1487342,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Downloading a large file to a network share corrupts  and truncates the file"," ---","P3","normal","defect"
1489439,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","window gaps(left/right edge) when restoring previous sessions"," ---","P3","normal","defect"
1489541,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","Firefox says it is default browser in KDE despite xdg default-web-browser setting"," ---","P3","normal","defect"
1490970,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Download history of same file location shows incorrect file size"," ---","P3","normal","enhancement"
1492388,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","""Restart with addons disabled"", then ""Refresh Firefox"", opens about:sessionrestore ""Sorry"""," ---","P3","normal","defect"
1492844,"Firefox","Menus","nobody","UNCONFIRMED"," ---","When multiple dictionaries are installed, the context menu shows all the possible sub-dictionaries of those languages"," ---","P3","normal","defect"
1497100,"Firefox","Headless","nobody","UNCONFIRMED"," ---","Screenshot of root element taken with Marionette is cropped to visible viewport"," ---","P3","normal","defect"
1498083,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","https pages aren't properly restored after going from 52 to 60"," ---","P3","normal","defect"
1500612,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Sync back button history when syncing/sending open tabs to other browsers."," ---","P3","normal","defect"
1504216,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Figure out why we need translateFragment for the space alert notification box"," ---","P3","normal","enhancement"
1506333,"Firefox","Firefox Accounts","nobody","UNCONFIRMED"," ---","Firefox account reset lost passwords"," ---","P3","normal","defect"
1506953,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","Blurry PDF in built-in viewer"," ---","P3","S3","defect"
1508765,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","Firefox takes 5min to render poster PDF"," ---","P3","normal","defect"
1509529,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","PDF viewer's Page Fit does not completely fit the page"," ---","P3","normal","defect"
1510920,"Firefox","Security","nobody","UNCONFIRMED"," ---","upgrade-insecure-requests CSP gives Insecure password warning on password input field"," ---","P3","normal","defect"
1519647,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Opened tabs should be in separate 'folders' by device and should be managable from any of synced devices"," ---","P3","normal","defect"
1529170,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Firefox loads but unresponsive in macOS Mojave 10.14 betas"," ---","P3","normal","defect"
1529481,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Email account directly logged in if  it is open in another private window"," ---","P3","minor","defect"
1530394,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Turn each private browsing window into a separate session"," ---","P3","normal","enhancement"
1530536,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","""Homepage and new windows"" breaks the ability to open a new window *without* home pages"," ---","P3","normal","enhancement"
1533436,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","SecurityError in Activity Stream thrown in browser console"," ---","P3","normal","defect"
1534981,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","After session restore some windows flash/want focus"," ---","P3","normal","defect"
1535953,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Title and tab bars flickers with WebRender enabled"," ---","P3","normal","enhancement"
1536420,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","PDF uses lot of memory when decoding"," ---","P3","normal","defect"
1537561,"Firefox","New Tab Page","nobody","UNCONFIRMED"," ---","Display of search field on private newtab should track regular newtab"," ---","P3","normal","enhancement"
1537953,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Windows taskbar context menu should use Proton icons for ""Open new tab"", ""Open new window"", and ""New private window"""," ---","P3","normal","defect"
1538491,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Sidebar header doesn't change appearance when switching to touch density"," ---","P3","normal","enhancement"
1538522,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Private Window's search bar colour does not match Firefox theme"," ---","P3","normal","defect"
1539074,"Firefox","PDF Viewer","nobody","UNCONFIRMED"," ---","Transformed fonts display badly in PDF"," ---","P3","normal","defect"
1539123,"Firefox","Security","nobody","UNCONFIRMED"," ---","""Incorrect clock"" SSL warning changes to MOZILLA_PKIX_ERROR_NOT_YET_VALID_CERTIFICATE when clicking ""More Information"" after fixing clock"," ---","P3","normal","defect"
1540208,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Firefox Sync doesn't arrange for all devices to show the exact same set of tabs"," ---","P3","normal","enhancement"
1543302,"Firefox","Sync","nobody","UNCONFIRMED"," ---","Firefox Sync restores deleted bookmarks"," ---","P3","normal","defect"
