"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Change Request","Priority","Severity","Type"
973333,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","List of all windows and tabs"," ---"," --","normal","enhancement"
973510,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Error Message 'Well this is embarrassing"" is highly unprofessional"," ---"," --","normal","enhancement"
973585,"Firefox","General","nobody","UNCONFIRMED"," ---","Give distributions more control over the display of their name (id) in the ""About"" window"," ---"," --","trivial","defect"
973739,"Firefox","Security","nobody","UNCONFIRMED"," ---","ssl_bad_cert_domain for an SSL certificate signed for an IDN when connecting with either the IDN or punycode encoded domain"," ---"," --","normal","defect"
973808,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Drag and Drop not not working"," ---"," --","normal","defect"
974937,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","inline pdf is not shown using firefox"," ---"," --"," --","defect"
975399,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Downloads library view doesn't obey the Windows high-contrast theme setting"," ---"," --","normal","defect"
977202,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Download history information is incorrect"," ---"," --","minor","defect"
977651,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","There is no hotkey or keyboard accelerator that gets me to a specific tab in the Tools/Options window"," ---"," --","normal","defect"
978723,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Navigation Toolbar disappears when downloads button is clicked, downloads button broken"," ---"," --","normal","defect"
979202,"Firefox","General","nobody","UNCONFIRMED"," ---","?DllBlocklist_initialize@@YAXXZ error when opening a link from Thunderbird"," ---"," --","normal","defect"
979283,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Firefox looses all customizations"," ---"," --","normal","defect"
979989,"Firefox","General","nobody","UNCONFIRMED"," ---","Maintain scroll position after page reload"," ---"," --","normal","defect"
981103,"Firefox","General","nobody","UNCONFIRMED"," ---","OS X trackpad: horizontal scroll is blocked when back history is empty"," ---"," --","normal","defect"
983972,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","In ESR24 Nightly Ctrl+Scroll doesn't change font size"," ---"," --","normal","defect"
984291,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Different intl.accept_languages values with user settings"," ---"," --","normal","defect"
985033,"Firefox","Security","nobody","UNCONFIRMED"," ---","Mixed content shield not displayed in ubuntu 13.10 Firefox"," ---"," --","normal","defect"
985376,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Firefox 28.0 cannot save, among others, email attachments"," ---"," --","normal","defect"
985899,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","clearOnShutdown.history breaks startup.page=3"," ---"," --","normal","enhancement"
985908,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","allow to force activate single clearOnShutdown features"," ---"," --","normal","enhancement"
986383,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","ETA in download icon shows weird numbers"," ---"," --","minor","defect"
986822,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Customize Toolbar items appear and then disappear when Firefox starts."," ---"," --","normal","defect"
986858,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Sidebar view doesn't obey the Windows high-contrast theme setting"," ---"," --","normal","defect"
987247,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Firefox needs to be packaged with a css style sheet to allow for darker themes in KDE"," ---"," --","normal","defect"
987637,"Firefox","Security","nobody","UNCONFIRMED"," ---","Untrusted certificates prevent firefox from establishing encrypted connections"," ---"," --","normal","defect"
987789,"Firefox","General","nobody","UNCONFIRMED"," ---","heap-unclassified keeps increasing, memory leak"," ---"," --","normal","defect"
988373,"Firefox","General","nobody","UNCONFIRMED"," ---","V.28 flashes a few time when logging into outlook web access in exchange 2010 environment."," ---"," --","normal","defect"
988487,"Firefox","General","nobody","UNCONFIRMED"," ---","reload does not actually reload page"," ---"," --","normal","defect"
990382,"Firefox","General","nobody","UNCONFIRMED"," ---","Hash table element is not updated if key already exists."," ---"," --","normal","defect"
991352,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Alerts/confirmations not functional after tearing the tab off / dragging browser tab to new window"," ---"," --","normal","defect"
991475,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Populate right-click Menu Icons after startup"," ---"," --","normal","defect"
991539,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","firefox installed as user fails to register as a web browser"," ---"," --","normal","defect"
992209,"Firefox","General","nobody","UNCONFIRMED"," ---","invoking firefox with command line argument(s) should behave same way as entering given string in url bar"," ---"," --","normal","enhancement"
992497,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","""Save Page As"" should use filename extensions "".html"" and "".xhtml"", not "".htm"" and "".xht"""," ---"," --","minor","defect"
993776,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Right click menu size issues when switching monitors"," ---"," --","normal","defect"
995152,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Option ""Open new windows in a new tab instead"" not working from within Visual Studio"," ---"," --","normal","defect"
995644,"Firefox","Menus","nobody","UNCONFIRMED"," ---","firefox linux mint version sometimes cannot activate any context menu either right click or menu bar."," ---"," --","normal","defect"
995666,"Firefox","Security","nobody","UNCONFIRMED"," ---","Firefox loads from cache a page whose SSL certificate has been revoked"," ---"," --","normal","defect"
996795,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Bookmarks bar disappears on start-up"," ---"," --","normal","defect"
997474,"Firefox","General","nobody","UNCONFIRMED"," ---","Users may to a dead end if system time is incorrect and support site use SSL"," ---"," --","normal","defect"
998259,"Firefox","Security","nobody","UNCONFIRMED"," ---","Fatal OCSP error if certificate is not trusted, even when the options say otherwise"," ---"," --","normal","defect"
999127,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Windows Classic Look - favicons are hardly visible"," ---"," --","normal","defect"
999740,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","immediately create a new window when dragging a tab"," ---"," --","normal","defect"
1001793,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Whitelist Google Drive against DOM.event.contextmenu.enabled"," ---"," --","normal","defect"
1001938,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Firefox for Mac OS X: drag & drop image saving produces empty files in some instances"," ---"," --","normal","defect"
1003143,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","improving the private window button in the window titlebar"," ---"," --","normal","enhancement"
1003367,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","urlbar-conainer does not respect min-width and max-width in Fx 29"," ---"," --","normal","defect"
1004181,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","In Mavericks on Mac, notifications from Facebook no longer open Firefox 29 (beta) when clicked on.  (Other notifications such as those from LinkedIn still work)"," ---"," --","normal","defect"
1004382,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","File > Save Page As... cannot replace loaded document source files"," ---"," --","normal","defect"
1004794,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Multiple tabs, after a while, the content shifts over one tab but the tab title stays the same"," ---"," --","normal","defect"
1004916,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Add UI for a ""block all popups"" non-default option for the popup blocker"," ---"," --","normal","defect"
1005572,"Firefox","Theme","nobody","UNCONFIRMED"," ---","A line appears above the back button on hover"," ---"," --","normal","defect"
1005649,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Move new tab '+' to current focus tab"," ---"," --","normal","defect"
1005860,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Downloads calculates all downloads in download history"," ---"," --","normal","defect"
1007162,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Firefox insists on restoring tabs on startup"," ---"," --","normal","defect"
1008863,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Unnecessary hyphens in hamburger menu reduce readability in some locales"," ---"," --","normal","defect"
1008911,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","Menu options like ""open new tab"", "" new private window"", frequent pages are missing when I right click the mozilla 29.0.1 icon on the task bar."," ---"," --","normal","defect"
1009251,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","I can't dynamically remove a page's RSS link effectively"," ---"," --","normal","defect"
1009382,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","menubar appears a few seconds after system suspend/resume"," ---"," --","normal","defect"
1009588,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Assign tab label to bookmark"," ---"," --","normal","enhancement"
1009932,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","External programs executed from file:// or mailto: open in background without focus"," ---"," --","normal","defect"
1010108,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","I can't drag Tab Icon to Desktop to create a Link on Desktop"," ---"," --","normal","defect"
1010358,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Australis Tab Gradient is too harsh on dark color themes"," ---"," --","normal","defect"
1010579,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","Shortcut duplication on the spanish version."," ---"," --","normal","defect"
1010654,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Error page should be aligned to the top"," ---"," --","normal","enhancement"
1012236,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Integrate eCleaner functionalities into Firefox"," ---"," --","normal","enhancement"
1012431,"Firefox","Menus","nobody","UNCONFIRMED"," ---","The effect of Left Alt is unclear"," ---"," --","normal","defect"
1012615,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","browser.helperApps.neverAsk.saveToDisk does not work for .pem file"," ---"," --","normal","defect"
1012925,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Undeclared panel height prevents workaround of other panel rendering bug(s)"," ---"," --","normal","defect"
1013443,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Header is invisible on secondary screen in win8.1 if window is resized"," ---"," --","normal","defect"
1014666,"Firefox","General","nobody","UNCONFIRMED"," ---","Platform version error displayed after updating"," ---"," --","normal","defect"
1014734,"Firefox","General","nobody","UNCONFIRMED"," ---","Single click into title maximizes Firefox"," ---"," --","normal","defect"
1015571,"Firefox","General","nobody","UNCONFIRMED"," ---","libxul.so (vp9_half_horiz_variance8x_h_sse2) cpu usage after long time of inactivity"," ---"," --","normal","defect"
1016350,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Bookmark Bar cannot be placed above Navigation Bar"," ---"," --","normal","defect"
1016509,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","thunderbird drop email into firefox does not work but works in all other browsers"," ---"," --","normal","defect"
1017362,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Logging out Gnome leads to ""Well this is embarrassing"" page"," ---"," --","normal","defect"
1017664,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","mimeTypes.rdf becomes corrupt, saved PDF files are unable to be previewed"," ---"," --","normal","defect"
1017805,"Firefox","Security","nobody","UNCONFIRMED"," ---","This website does not supply identity information"," ---"," --","normal","defect"
1018260,"Firefox","Security","nobody","UNCONFIRMED"," ---","Improve client certificate handling (login/logout, pin caching)"," ---"," --","normal","enhancement"
1018271,"Firefox","Security","nobody","UNCONFIRMED"," ---","List of Certificate Authorities: Display which are suitable for EV (incl. expected policy oids)"," ---"," --","normal","enhancement"
1018280,"Firefox","Security","nobody","UNCONFIRMED"," ---","Display certificate validation details"," ---"," --","normal","enhancement"
1020013,"Firefox","General","nobody","UNCONFIRMED"," ---","Create an implementation of PGP for text fields similar to Chrome's End-to-End plugin"," ---"," --","normal","enhancement"
1020752,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Closing tabs quickly causes the browser to resize itself."," ---"," --","normal","defect"
1021028,"Firefox","Disability Access","nobody","UNCONFIRMED"," ---","Regression: Orca can't read correctly Firefox >= 25"," ---"," --","normal","defect"
1022145,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","provide interface/UI templates for customization"," ---"," --","normal","enhancement"
1022432,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","(WheelClick on tab1) -> (quickly move cursor on tab2), in result is closed tab2 instead tab1"," ---"," --","normal","defect"
1024375,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Australis toolbar buttons render incorrectly"," ---"," --","normal","defect"
1025243,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","No way to remove offending tab shown by session manager on restart post-crash"," ---"," --","normal","defect"
1025613,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","minimize on startup"," ---"," --","normal","enhancement"
1025915,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Bookmark navigation bar icon not active"," ---"," --","normal","defect"
1026717,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Options dialog implicitly cancelled by 'sync' links"," ---"," --","trivial","defect"
1028689,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","When you press the ""print screen"" key Firefox shows the full-screen message, making impossible to take screen-shots from videos without this notification"," ---"," --","minor","defect"
1028750,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Firefox freezes while Windows is downloading a big file selected using file input"," ---"," --","normal","defect"
1028851,"Firefox","General","nobody","UNCONFIRMED"," ---","Notification popup displays under the top bar on gnome 3"," ---"," --","normal","defect"
1029393,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","downloads management needs more robust interface"," ---"," --","normal","defect"
1029941,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Upon startup and when set to ""Show my windows and tabs from last time"" Firefox will open a pop-up child in another window even when that child had been closed hours or days before."," ---"," --","normal","defect"
1031871,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Right click drop-down text difficult to read."," ---"," --","normal","defect"
1032844,"Firefox","General","nobody","UNCONFIRMED"," ---","Change the behavior of desktop notifikation - Aplly Update"," ---"," --","normal","defect"
1033509,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Menu commands hidden unless user invokes the menu using the keyboard"," ---"," --","normal","enhancement"
1034030,"Firefox","General","nobody","UNCONFIRMED"," ---","let a server/website request for data stored locally to be encrypted"," ---"," --","normal","enhancement"
1034419,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Twist left gesture does not respect latched=true"," ---"," --","normal","defect"
1034961,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","File Save Dialog stays focused on ""open"" directory when that directory got entered before (after using ""back"" button), no possibility to release the focus from that directory"," ---"," --","minor","defect"
1035798,"Firefox","General","nobody","UNCONFIRMED"," ---","Switching between monitors with high DPI display causes visual artifacts/overlapping in tab area"," ---"," --","normal","defect"
1036677,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Selecting the English dictionary with multiple dictionaries always fails the first time"," ---"," --","normal","defect"
1037075,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Need event or notification signalling initiation of restoring a session"," ---"," --","normal","defect"
1037281,"Firefox","Security","nobody","UNCONFIRMED"," ---","RSS Reader XML DoS Vulnerability"," ---"," --","normal","defect"
1038069,"Firefox","General","nobody","UNCONFIRMED"," ---","Memory Leak in Firefox 30"," ---"," --","normal","defect"
1038707,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","[Mac] Enter key doesn't activate focused “I'll be careful, I promise!” about:config button"," ---"," --","normal","defect"
1039212,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","intl.accept_languages not configurable in the GUI after usage of defaultPref"," ---"," --","normal","defect"
1039973,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Privacy History settings switch unsaved"," ---"," --","normal","defect"
1041036,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Doorhangers overflow off the screen if their buttons are placed too far right on the toolbar in maximized mode"," ---"," --","normal","defect"
1042042,"Firefox","Shell Integration","nobody","UNCONFIRMED"," ---","Open Containing Folder doesn't highlight/select file in Dolphin (kde)"," ---"," --","normal","defect"
1042834,"Firefox","Security","nobody","UNCONFIRMED"," ---","certificate green bar not shown when site loaded before old site finished loading"," ---"," --","normal","defect"
1043298,"Firefox","General","nobody","UNCONFIRMED"," ---","Template tag download resources when not instantiated"," ---"," --","normal","defect"
1043881,"Firefox","Security","nobody","UNCONFIRMED"," ---","consolidate all phone home functions into one and document it"," ---"," --","normal","enhancement"
1047673,"Firefox","General","nobody","UNCONFIRMED"," ---","URL checksums (for ""securely"" linking third-party hosted Javascript and other resources)"," ---"," --","normal","enhancement"
1050084,"Firefox","General","nobody","UNCONFIRMED"," ---","scale(0,0) err with linux"," ---"," --","normal","defect"
1050856,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Menu locked and non-working scrolling in one window after restoring tabs"," ---"," --","normal","defect"
1051981,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Top and bottom 5 pixels of URL and Search box are not clickable"," ---"," --","normal","defect"
1052614,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","no error if an attachment cannot be attached"," ---"," --","normal","defect"
1054658,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Firefox opens local website with wrong port number every time"," ---"," --","normal","defect"
1057085,"Firefox","General","nobody","UNCONFIRMED"," ---","Playing music on Soundcloud causes massive CPU load with tab in foreground"," ---"," --","normal","defect"
1057714,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Download manager: Some files are not highlighted upon selection"," ---"," --","minor","defect"
1058098,"Firefox","General","nobody","UNCONFIRMED"," ---","Don't use __proto__ in services-common/async.js"," ---"," --","normal","defect"
1060332,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","ghost tabs (the page has been closed but the tab remains)"," ---"," --","normal","defect"
1061456,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","/favicon.ico doesn't work without <link rel=""shortcut icon"" href=""…""> anymore"," ---"," --","normal","defect"
1062313,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Drag'n'drop URL on Home icon should also suggest to append to (instead of replace) homepage setting"," ---"," --","normal","enhancement"
1063428,"Firefox","Menus","nobody","UNCONFIRMED"," ---","[UX] make keyboard shortcut consistent"," ---"," --","normal","enhancement"
1064962,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Add auto-refresh to session restore data schema"," ---"," --","normal","enhancement"
1066165,"Firefox","Disability Access","nobody","UNCONFIRMED"," ---","After using accessibility tool FF31 freezes while modifying the DOM with huge elements"," ---"," --","normal","defect"
1067341,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Download failed a while ago, now I get error while trying to download it again."," ---"," --","normal","defect"
1068459,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","download dialog stay above all windows after drag and drop"," ---"," --","normal","defect"
1069713,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","When saving a downloaded file  there are two problems...remembering and scrolling."," ---"," --","normal","defect"
1070968,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Opening new tab from middle-clicking a Google-results-page in ""Back""-menu ends up with wrong query"," ---"," --","normal","defect"
1072175,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Feature Request: Play sound when download completes"," ---"," --","normal","enhancement"
1073580,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Navigation tabs overflow on linux"," ---"," --","normal","defect"
1074353,"Firefox","General","nobody","UNCONFIRMED"," ---","'Reset Firefox' doesn't work if firefox crashes on exit"," ---"," --","normal","defect"
1074602,"Firefox","General","nobody","UNCONFIRMED"," ---","Allow pop-ups from mousedown/touchstart event"," ---"," --","normal","defect"
1075299,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Too big border on the top of the context menu"," ---"," --","minor","defect"
1078088,"Firefox","Security","nobody","UNCONFIRMED"," ---","Provide indicator when interacting with site in IFRAME"," ---"," --","normal","defect"
1079071,"Firefox","Session Restore","nobody","UNCONFIRMED"," ---","Non-standard windows disrupt session restore"," ---"," --","minor","defect"
1080359,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Window explorer is not opening in firefox for file://"," ---"," --","normal","defect"
1080819,"Firefox","Menus","nobody","UNCONFIRMED"," ---","context menu back/fwd/etc icons/buttons should be closest to mouse (at the bottom if menu opens above the pointer)"," ---"," --","normal","enhancement"
1080858,"Firefox","Theme","nobody","UNCONFIRMED"," ---","Bookmark menu button border style wrong when on bookmarks toolbar on Windows 7 aero"," ---"," --","normal","defect"
1084591,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","""About firefox"" in ""Additional Tools and Features"" customize box"," ---"," --","normal","enhancement"
1085098,"Firefox","General","nobody","UNCONFIRMED"," ---","Version # in ""About Nightly"" is incorrect"," ---"," --","normal","defect"
1085323,"Firefox","Menus","nobody","UNCONFIRMED"," ---","menuAccessKeyFocuses preference frequently gets reset"," ---"," --","normal","defect"
1085478,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","download panel, shortcut to the containing folder"," ---"," --","normal","enhancement"
1086524,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","pressing Esc when address bar is selected should return focus to window"," ---"," --","normal","enhancement"
1087332,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Accessing the reload icon on context menu is harder"," ---"," --","normal","defect"
1089021,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Bookmark Toolbar Padded [GUI]"," ---"," --","normal","defect"
1089321,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","FF33.0 will delete a saved webpage instead of overwriting changes, when loading from file with a long filename"," ---"," --","normal","defect"
1089347,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Downloads button keeps attention flag after DownloadList.removeFinished() is called"," ---"," --","normal","defect"
1089703,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Storing a download on a network share results in slow download and corrupted data"," ---"," --","normal","defect"
1091733,"Firefox","General","nobody","UNCONFIRMED"," ---","Firefox is unresponsive when loading 7MB web page"," ---"," --","normal","defect"
1091819,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","New homepage not retained beyond current session in 33.0.2"," ---"," --","normal","defect"
1092694,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","After display mode changes to a low res and back, with a large amount of tabs, the tab overflow scroll buttons buttons do not ger removed."," ---"," --","normal","defect"
1093574,"Firefox","Translation","nobody","UNCONFIRMED"," ---","browser.translation.ui.show should be available as a button in the translation toolbar"," ---"," --","normal","defect"
1093678,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","CLI option to switch to existing tab if a website is already opened"," ---"," --","trivial","defect"
1096087,"Firefox","Menus","nobody","UNCONFIRMED"," ---","On OS X, right-click menu thinks it's too short to support all menu items. Obscures bottom item."," ---"," --","normal","defect"
1096943,"Firefox","General","nobody","UNCONFIRMED"," ---","automatically downloading and installing updates when set not to"," ---"," --","normal","defect"
1097679,"Firefox","Theme","nobody","UNCONFIRMED"," ---","[Linux]Firefox for dev (v35) icon name conflict"," ---"," --","normal","defect"
1100986,"Firefox","Disability Access","nobody","UNCONFIRMED"," ---","Cannot read Web site elements with physical mouse in version 33 while using Window-Eyes screen reader."," ---"," --","normal","defect"
1102378,"Firefox","Theme","nobody","UNCONFIRMED"," ---","favicon placeholder boxes waste horizontal space in the bookmarks toolbar"," ---"," --","normal","defect"
1102938,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Picking up any button or bar from the right Customization page changes antialiasing"," ---"," --","normal","defect"
1104144,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Add relevant context menu items to Go/Reload/Stop button"," ---"," --","normal","enhancement"
1106045,"Firefox","Disability Access","nobody","UNCONFIRMED"," ---","<input>s within <div>s within <a>s create focus cycles"," ---"," --","normal","defect"
1106469,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Downloads icon displays start animation when loading a page"," ---"," --","trivial","defect"
1106589,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Context menu in Downloads Panel is lacking an option to copy the path to the downloaded file."," ---"," --","normal","enhancement"
1107995,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","customizableui.jsm button widgets should animate on show/create and hide/destroy if window ui loading is complete"," ---"," --","normal","defect"
1108126,"Firefox","Disability Access","nobody","UNCONFIRMED"," ---","Unicode number in un-renderable character doesn't zoom"," ---"," --","normal","defect"
1108287,"Firefox","General","nobody","UNCONFIRMED"," ---","Create Setting to Disable All Tours/Hints/Suggestions"," ---"," --","normal","defect"
1108341,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Context menu entries use the original URI instead of the current URI"," ---"," --","normal","defect"
1110695,"Firefox","File Handling","nobody","UNCONFIRMED"," ---","Automatic content detection doesn't work for XML Files with Byte Order Mark (BOM)"," ---"," --","normal","defect"
1111021,"Firefox","General","nobody","UNCONFIRMED"," ---","system audio stops working after using firefox for 1-3 hours, closing firefox immediately fixes this"," ---"," --","normal","defect"
1111226,"Firefox","General","nobody","UNCONFIRMED"," ---","List of open pages with functionality to search, save, close, move alongside bookmarks and history"," ---"," --","normal","enhancement"
1111278,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","A strip with all(?) possible icons is showing twice in Firefox's toolbar."," ---"," --","normal","defect"
1113318,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Add-on browser buttons can't be found by users after being removed from toolbar."," ---"," --","normal","defect"
1114037,"Firefox","General","nobody","UNCONFIRMED"," ---","Recent update removed the tabs. Some programs, allow for tabs, but  it is not FF tabbed browsing."," ---"," --","normal","defect"
1115527,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Size of downloaded file appears to be 17179869184 GB while actual file is corrupted"," ---"," --","normal","defect"
1116106,"Firefox","Menus","nobody","UNCONFIRMED"," ---","Context menus glitch and relocate if they are opened via the menu."," ---"," --","normal","defect"
1116907,"Firefox","General","nobody","UNCONFIRMED"," ---","Investigate detecting firewall/antivirus blocking Firefox's network access and alerting the user to this issue"," ---"," --","normal","defect"
1116989,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Guest users should not see introduction info"," ---"," --","normal","enhancement"
1117751,"Firefox","General","nobody","UNCONFIRMED"," ---","Request for Feature / Video player audio control for Stereo or Mono(Left||Right)"," ---"," --","normal","defect"
1118073,"Firefox","Private Browsing","nobody","UNCONFIRMED"," ---","Second Tab Ignored When Using --private-window From The CLI"," ---"," --","normal","defect"
1119880,"Firefox","Page Info Window","nobody","UNCONFIRMED"," ---","More Black Screen"," ---"," --","normal","defect"
1121061,"Firefox","Security","nobody","UNCONFIRMED"," ---","Provide access to list of pinned domains or alternate way to verify pinning of a domain."," ---"," --","normal","enhancement"
1122764,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Drag tab to other program opens tab in new window"," ---"," --","normal","defect"
1123043,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","Tabs not shift quickly after click on them firefox 35.0"," ---"," --","normal","defect"
1124921,"Firefox","Toolbars and Customization","nobody","UNCONFIRMED"," ---","Subscribe Button Pressing Visual Effect Problem"," ---"," --","normal","defect"
1125121,"Firefox","General","nobody","UNCONFIRMED"," ---","""Forget about some browsing history"" has unintended results"," ---"," --","normal","defect"
1125154,"Firefox","Tabbed Browser","nobody","UNCONFIRMED"," ---","In Normal View only Some Tabs in View - no option for others"," ---"," --","normal","defect"
1125896,"Firefox","Downloads Panel","nobody","UNCONFIRMED"," ---","Open downloaded .po translation file in default app"," ---"," --","normal","defect"
1126435,"Firefox","Preferences","nobody","UNCONFIRMED"," ---","Restore Default Search Engines should also delete user-added search engines"," ---"," --","normal","enhancement"
1126761,"Firefox","Keyboard Navigation","nobody","UNCONFIRMED"," ---","Alt+key activates menu bar if alt released before key"," ---"," --","normal","defect"
1126783,"Firefox","General","nobody","UNCONFIRMED"," ---","Default Profile File Copy Bug"," ---"," --","normal","defect"
